"cod_muni";"muni";"var1";"var2";"tipo_estab";"qtd_medios_estabelecimentos"
"1400704";"Uiramutã (RR)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"1500107";"Abaetetuba (PA)";"Total";"Total";"De 200 a menos de 500 ha";"16"
"1500107";"Abaetetuba (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"1500131";"Abel Figueiredo (PA)";"Total";"Total";"De 200 a menos de 500 ha";"20"
"1500131";"Abel Figueiredo (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"1500206";"Acará (PA)";"Total";"Total";"De 200 a menos de 500 ha";"37"
"1500206";"Acará (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"6"
"1500305";"Afuá (PA)";"Total";"Total";"De 200 a menos de 500 ha";"95"
"1500305";"Afuá (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"22"
"1500347";"Água Azul do Norte (PA)";"Total";"Total";"De 200 a menos de 500 ha";"232"
"1500347";"Água Azul do Norte (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"89"
"1500404";"Alenquer (PA)";"Total";"Total";"De 200 a menos de 500 ha";"134"
"1500404";"Alenquer (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"71"
"1500503";"Almeirim (PA)";"Total";"Total";"De 200 a menos de 500 ha";"160"
"1500503";"Almeirim (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"39"
"1500602";"Altamira (PA)";"Total";"Total";"De 200 a menos de 500 ha";"374"
"1500602";"Altamira (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"207"
"1500701";"Anajás (PA)";"Total";"Total";"De 200 a menos de 500 ha";"14"
"1500701";"Anajás (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"15"
"1500800";"Ananindeua (PA)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"1500800";"Ananindeua (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"1500859";"Anapu (PA)";"Total";"Total";"De 200 a menos de 500 ha";"142"
"1500859";"Anapu (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"37"
"1500909";"Augusto Corrêa (PA)";"Total";"Total";"De 200 a menos de 500 ha";"19"
"1500909";"Augusto Corrêa (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"1500958";"Aurora do Pará (PA)";"Total";"Total";"De 200 a menos de 500 ha";"42"
"1500958";"Aurora do Pará (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"27"
"1501006";"Aveiro (PA)";"Total";"Total";"De 200 a menos de 500 ha";"42"
"1501006";"Aveiro (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"7"
"1501105";"Bagre (PA)";"Total";"Total";"De 200 a menos de 500 ha";"30"
"1501105";"Bagre (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"6"
"1501204";"Baião (PA)";"Total";"Total";"De 200 a menos de 500 ha";"23"
"1501204";"Baião (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"1501253";"Bannach (PA)";"Total";"Total";"De 200 a menos de 500 ha";"87"
"1501253";"Bannach (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"30"
"1501303";"Barcarena (PA)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"1501303";"Barcarena (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"1501402";"Belém (PA)";"Total";"Total";"De 200 a menos de 500 ha";"5"
"1501402";"Belém (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"1501451";"Belterra (PA)";"Total";"Total";"De 200 a menos de 500 ha";"23"
"1501451";"Belterra (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"9"
"1501501";"Benevides (PA)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"1501501";"Benevides (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"1501576";"Bom Jesus do Tocantins (PA)";"Total";"Total";"De 200 a menos de 500 ha";"92"
"1501576";"Bom Jesus do Tocantins (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"31"
"1501600";"Bonito (PA)";"Total";"Total";"De 200 a menos de 500 ha";"9"
"1501600";"Bonito (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"1501709";"Bragança (PA)";"Total";"Total";"De 200 a menos de 500 ha";"50"
"1501709";"Bragança (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"13"
"1501725";"Brasil Novo (PA)";"Total";"Total";"De 200 a menos de 500 ha";"236"
"1501725";"Brasil Novo (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"90"
"1501758";"Brejo Grande do Araguaia (PA)";"Total";"Total";"De 200 a menos de 500 ha";"46"
"1501758";"Brejo Grande do Araguaia (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"17"
"1501782";"Breu Branco (PA)";"Total";"Total";"De 200 a menos de 500 ha";"135"
"1501782";"Breu Branco (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"36"
"1501808";"Breves (PA)";"Total";"Total";"De 200 a menos de 500 ha";"153"
"1501808";"Breves (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"41"
"1501907";"Bujaru (PA)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"1501907";"Bujaru (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"1501956";"Cachoeira do Piriá (PA)";"Total";"Total";"De 200 a menos de 500 ha";"63"
"1501956";"Cachoeira do Piriá (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"7"
"1502004";"Cachoeira do Arari (PA)";"Total";"Total";"De 200 a menos de 500 ha";"14"
"1502004";"Cachoeira do Arari (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"14"
"1502103";"Cametá (PA)";"Total";"Total";"De 200 a menos de 500 ha";"32"
"1502103";"Cametá (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"1502152";"Canaã dos Carajás (PA)";"Total";"Total";"De 200 a menos de 500 ha";"76"
"1502152";"Canaã dos Carajás (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"15"
"1502202";"Capanema (PA)";"Total";"Total";"De 200 a menos de 500 ha";"13"
"1502202";"Capanema (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"1502301";"Capitão Poço (PA)";"Total";"Total";"De 200 a menos de 500 ha";"53"
"1502301";"Capitão Poço (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"14"
"1502400";"Castanhal (PA)";"Total";"Total";"De 200 a menos de 500 ha";"22"
"1502400";"Castanhal (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"11"
"1502509";"Chaves (PA)";"Total";"Total";"De 200 a menos de 500 ha";"116"
"1502509";"Chaves (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"55"
"1502608";"Colares (PA)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"1502608";"Colares (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"1502707";"Conceição do Araguaia (PA)";"Total";"Total";"De 200 a menos de 500 ha";"164"
"1502707";"Conceição do Araguaia (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"48"
"1502756";"Concórdia do Pará (PA)";"Total";"Total";"De 200 a menos de 500 ha";"9"
"1502756";"Concórdia do Pará (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"1502764";"Cumaru do Norte (PA)";"Total";"Total";"De 200 a menos de 500 ha";"107"
"1502764";"Cumaru do Norte (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"25"
"1502772";"Curionópolis (PA)";"Total";"Total";"De 200 a menos de 500 ha";"34"
"1502772";"Curionópolis (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"18"
"1502806";"Curralinho (PA)";"Total";"Total";"De 200 a menos de 500 ha";"22"
"1502806";"Curralinho (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"1502855";"Curuá (PA)";"Total";"Total";"De 200 a menos de 500 ha";"23"
"1502855";"Curuá (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"1502905";"Curuçá (PA)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"1502905";"Curuçá (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"1502939";"Dom Eliseu (PA)";"Total";"Total";"De 200 a menos de 500 ha";"103"
"1502939";"Dom Eliseu (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"44"
"1502954";"Eldorado do Carajás (PA)";"Total";"Total";"De 200 a menos de 500 ha";"109"
"1502954";"Eldorado do Carajás (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"26"
"1503002";"Faro (PA)";"Total";"Total";"De 200 a menos de 500 ha";"8"
"1503002";"Faro (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"1503044";"Floresta do Araguaia (PA)";"Total";"Total";"De 200 a menos de 500 ha";"99"
"1503044";"Floresta do Araguaia (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"29"
"1503077";"Garrafão do Norte (PA)";"Total";"Total";"De 200 a menos de 500 ha";"43"
"1503077";"Garrafão do Norte (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"14"
"1503093";"Goianésia do Pará (PA)";"Total";"Total";"De 200 a menos de 500 ha";"130"
"1503093";"Goianésia do Pará (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"47"
"1503101";"Gurupá (PA)";"Total";"Total";"De 200 a menos de 500 ha";"10"
"1503101";"Gurupá (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"1503200";"Igarapé-Açu (PA)";"Total";"Total";"De 200 a menos de 500 ha";"19"
"1503200";"Igarapé-Açu (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"7"
"1503309";"Igarapé-Miri (PA)";"Total";"Total";"De 200 a menos de 500 ha";"12"
"1503309";"Igarapé-Miri (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"1503408";"Inhangapi (PA)";"Total";"Total";"De 200 a menos de 500 ha";"10"
"1503408";"Inhangapi (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"1503457";"Ipixuna do Pará (PA)";"Total";"Total";"De 200 a menos de 500 ha";"39"
"1503457";"Ipixuna do Pará (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"22"
"1503507";"Irituia (PA)";"Total";"Total";"De 200 a menos de 500 ha";"23"
"1503507";"Irituia (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"9"
"1503606";"Itaituba (PA)";"Total";"Total";"De 200 a menos de 500 ha";"213"
"1503606";"Itaituba (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"70"
"1503705";"Itupiranga (PA)";"Total";"Total";"De 200 a menos de 500 ha";"280"
"1503705";"Itupiranga (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"73"
"1503754";"Jacareacanga (PA)";"Total";"Total";"De 200 a menos de 500 ha";"136"
"1503754";"Jacareacanga (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"19"
"1503804";"Jacundá (PA)";"Total";"Total";"De 200 a menos de 500 ha";"75"
"1503804";"Jacundá (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"33"
"1503903";"Juruti (PA)";"Total";"Total";"De 200 a menos de 500 ha";"10"
"1503903";"Juruti (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"1504000";"Limoeiro do Ajuru (PA)";"Total";"Total";"De 200 a menos de 500 ha";"6"
"1504000";"Limoeiro do Ajuru (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"1504059";"Mãe do Rio (PA)";"Total";"Total";"De 200 a menos de 500 ha";"10"
"1504059";"Mãe do Rio (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"6"
"1504109";"Magalhães Barata (PA)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"1504109";"Magalhães Barata (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"1504208";"Marabá (PA)";"Total";"Total";"De 200 a menos de 500 ha";"284"
"1504208";"Marabá (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"111"
"1504307";"Maracanã (PA)";"Total";"Total";"De 200 a menos de 500 ha";"9"
"1504307";"Maracanã (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"1504406";"Marapanim (PA)";"Total";"Total";"De 200 a menos de 500 ha";"5"
"1504406";"Marapanim (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"1504422";"Marituba (PA)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"1504422";"Marituba (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"1504455";"Medicilândia (PA)";"Total";"Total";"De 200 a menos de 500 ha";"184"
"1504455";"Medicilândia (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"57"
"1504505";"Melgaço (PA)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"1504505";"Melgaço (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"1504604";"Mocajuba (PA)";"Total";"Total";"De 200 a menos de 500 ha";"7"
"1504604";"Mocajuba (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"1504703";"Moju (PA)";"Total";"Total";"De 200 a menos de 500 ha";"91"
"1504703";"Moju (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"38"
"1504752";"Mojuí dos Campos (PA)";"Total";"Total";"De 200 a menos de 500 ha";"53"
"1504752";"Mojuí dos Campos (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"20"
"1504802";"Monte Alegre (PA)";"Total";"Total";"De 200 a menos de 500 ha";"125"
"1504802";"Monte Alegre (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"29"
"1504901";"Muaná (PA)";"Total";"Total";"De 200 a menos de 500 ha";"21"
"1504901";"Muaná (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"6"
"1504950";"Nova Esperança do Piriá (PA)";"Total";"Total";"De 200 a menos de 500 ha";"46"
"1504950";"Nova Esperança do Piriá (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"9"
"1504976";"Nova Ipixuna (PA)";"Total";"Total";"De 200 a menos de 500 ha";"67"
"1504976";"Nova Ipixuna (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"22"
"1505007";"Nova Timboteua (PA)";"Total";"Total";"De 200 a menos de 500 ha";"6"
"1505007";"Nova Timboteua (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"9"
"1505031";"Novo Progresso (PA)";"Total";"Total";"De 200 a menos de 500 ha";"246"
"1505031";"Novo Progresso (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"170"
"1505064";"Novo Repartimento (PA)";"Total";"Total";"De 200 a menos de 500 ha";"486"
"1505064";"Novo Repartimento (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"141"
"1505106";"Óbidos (PA)";"Total";"Total";"De 200 a menos de 500 ha";"135"
"1505106";"Óbidos (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"49"
"1505205";"Oeiras do Pará (PA)";"Total";"Total";"De 200 a menos de 500 ha";"10"
"1505205";"Oeiras do Pará (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"1505304";"Oriximiná (PA)";"Total";"Total";"De 200 a menos de 500 ha";"95"
"1505304";"Oriximiná (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"18"
"1505403";"Ourém (PA)";"Total";"Total";"De 200 a menos de 500 ha";"14"
"1505403";"Ourém (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"10"
"1505437";"Ourilândia do Norte (PA)";"Total";"Total";"De 200 a menos de 500 ha";"99"
"1505437";"Ourilândia do Norte (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"34"
"1505486";"Pacajá (PA)";"Total";"Total";"De 200 a menos de 500 ha";"411"
"1505486";"Pacajá (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"130"
"1505494";"Palestina do Pará (PA)";"Total";"Total";"De 200 a menos de 500 ha";"28"
"1505494";"Palestina do Pará (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"7"
"1505502";"Paragominas (PA)";"Total";"Total";"De 200 a menos de 500 ha";"80"
"1505502";"Paragominas (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"44"
"1505536";"Parauapebas (PA)";"Total";"Total";"De 200 a menos de 500 ha";"53"
"1505536";"Parauapebas (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"23"
"1505551";"Pau D'Arco (PA)";"Total";"Total";"De 200 a menos de 500 ha";"45"
"1505551";"Pau D'Arco (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"19"
"1505601";"Peixe-Boi (PA)";"Total";"Total";"De 200 a menos de 500 ha";"16"
"1505601";"Peixe-Boi (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"7"
"1505635";"Piçarra (PA)";"Total";"Total";"De 200 a menos de 500 ha";"124"
"1505635";"Piçarra (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"43"
"1505650";"Placas (PA)";"Total";"Total";"De 200 a menos de 500 ha";"228"
"1505650";"Placas (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"32"
"1505700";"Ponta de Pedras (PA)";"Total";"Total";"De 200 a menos de 500 ha";"13"
"1505700";"Ponta de Pedras (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"7"
"1505809";"Portel (PA)";"Total";"Total";"De 200 a menos de 500 ha";"26"
"1505809";"Portel (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"12"
"1505908";"Porto de Moz (PA)";"Total";"Total";"De 200 a menos de 500 ha";"161"
"1505908";"Porto de Moz (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"42"
"1506005";"Prainha (PA)";"Total";"Total";"De 200 a menos de 500 ha";"54"
"1506005";"Prainha (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"10"
"1506104";"Primavera (PA)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"1506104";"Primavera (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"1506112";"Quatipuru (PA)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"1506112";"Quatipuru (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"1506138";"Redenção (PA)";"Total";"Total";"De 200 a menos de 500 ha";"122"
"1506138";"Redenção (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"41"
"1506161";"Rio Maria (PA)";"Total";"Total";"De 200 a menos de 500 ha";"170"
"1506161";"Rio Maria (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"59"
"1506187";"Rondon do Pará (PA)";"Total";"Total";"De 200 a menos de 500 ha";"175"
"1506187";"Rondon do Pará (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"73"
"1506195";"Rurópolis (PA)";"Total";"Total";"De 200 a menos de 500 ha";"218"
"1506195";"Rurópolis (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"38"
"1506203";"Salinópolis (PA)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"1506203";"Salinópolis (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"1506302";"Salvaterra (PA)";"Total";"Total";"De 200 a menos de 500 ha";"8"
"1506302";"Salvaterra (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"1506351";"Santa Bárbara do Pará (PA)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"1506351";"Santa Bárbara do Pará (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"1506401";"Santa Cruz do Arari (PA)";"Total";"Total";"De 200 a menos de 500 ha";"9"
"1506401";"Santa Cruz do Arari (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"8"
"1506500";"Santa Izabel do Pará (PA)";"Total";"Total";"De 200 a menos de 500 ha";"20"
"1506500";"Santa Izabel do Pará (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"1506559";"Santa Luzia do Pará (PA)";"Total";"Total";"De 200 a menos de 500 ha";"28"
"1506559";"Santa Luzia do Pará (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"13"
"1506583";"Santa Maria das Barreiras (PA)";"Total";"Total";"De 200 a menos de 500 ha";"265"
"1506583";"Santa Maria das Barreiras (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"61"
"1506609";"Santa Maria do Pará (PA)";"Total";"Total";"De 200 a menos de 500 ha";"12"
"1506609";"Santa Maria do Pará (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"1506708";"Santana do Araguaia (PA)";"Total";"Total";"De 200 a menos de 500 ha";"216"
"1506708";"Santana do Araguaia (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"51"
"1506807";"Santarém (PA)";"Total";"Total";"De 200 a menos de 500 ha";"38"
"1506807";"Santarém (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"21"
"1506906";"Santarém Novo (PA)";"Total";"Total";"De 200 a menos de 500 ha";"3"
"1506906";"Santarém Novo (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"1507003";"Santo Antônio do Tauá (PA)";"Total";"Total";"De 200 a menos de 500 ha";"6"
"1507003";"Santo Antônio do Tauá (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"1507102";"São Caetano de Odivelas (PA)";"Total";"Total";"De 200 a menos de 500 ha";"5"
"1507102";"São Caetano de Odivelas (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"1507151";"São Domingos do Araguaia (PA)";"Total";"Total";"De 200 a menos de 500 ha";"78"
"1507151";"São Domingos do Araguaia (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"23"
"1507201";"São Domingos do Capim (PA)";"Total";"Total";"De 200 a menos de 500 ha";"21"
"1507201";"São Domingos do Capim (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"7"
"1507300";"São Félix do Xingu (PA)";"Total";"Total";"De 200 a menos de 500 ha";"820"
"1507300";"São Félix do Xingu (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"333"
"1507409";"São Francisco do Pará (PA)";"Total";"Total";"De 200 a menos de 500 ha";"13"
"1507409";"São Francisco do Pará (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"1507458";"São Geraldo do Araguaia (PA)";"Total";"Total";"De 200 a menos de 500 ha";"157"
"1507458";"São Geraldo do Araguaia (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"49"
"1507466";"São João da Ponta (PA)";"Total";"Total";"De 200 a menos de 500 ha";"3"
"1507466";"São João da Ponta (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"1507474";"São João de Pirabas (PA)";"Total";"Total";"De 200 a menos de 500 ha";"9"
"1507474";"São João de Pirabas (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"1507508";"São João do Araguaia (PA)";"Total";"Total";"De 200 a menos de 500 ha";"43"
"1507508";"São João do Araguaia (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"20"
"1507607";"São Miguel do Guamá (PA)";"Total";"Total";"De 200 a menos de 500 ha";"20"
"1507607";"São Miguel do Guamá (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"11"
"1507706";"São Sebastião da Boa Vista (PA)";"Total";"Total";"De 200 a menos de 500 ha";"15"
"1507706";"São Sebastião da Boa Vista (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"1507755";"Sapucaia (PA)";"Total";"Total";"De 200 a menos de 500 ha";"19"
"1507755";"Sapucaia (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"8"
"1507805";"Senador José Porfírio (PA)";"Total";"Total";"De 200 a menos de 500 ha";"87"
"1507805";"Senador José Porfírio (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"22"
"1507904";"Soure (PA)";"Total";"Total";"De 200 a menos de 500 ha";"12"
"1507904";"Soure (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"12"
"1507953";"Tailândia (PA)";"Total";"Total";"De 200 a menos de 500 ha";"49"
"1507953";"Tailândia (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"26"
"1507961";"Terra Alta (PA)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"1507961";"Terra Alta (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"1507979";"Terra Santa (PA)";"Total";"Total";"De 200 a menos de 500 ha";"41"
"1507979";"Terra Santa (PA)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"1508001";"Tomé-Açu (PA)";"Total";"Total";"De 200 a menos de 500 ha";"49"
