"id_municipio";"empregos_agro"
3145703;42
3145802;167
3145851;176
3145877;3
3145901;49
3146008;454
3146107;163
3146206;31
3146255;2
3146305;38
3146404;72
3146503;115
3146552;24
3146602;13
3146701;92
3146750;24
3146909;355
3147006;4251
3147105;2536
3147204;480
3147303;200
3147402;727
3147501;20
3147600;411
3147709;231
3147808;28
3147907;990
3147956;14
3148004;4204
3148103;3877
3148202;54
3148301;252
3148400;32
3148509;145
3148608;172
3148707;179
3148756;8
3148806;28
3148905;66
3149002;6
3149101;336
3149150;115
3149200;211
3149309;377
3149408;18
3149507;92
3149606;189
3149705;125
3149804;2066
3149903;301
3149952;63
3150000;49
3150109;105
3150158;105
3150208;235
3150307;175
3150406;41
3150505;472
3150539;16
3150570;22
3150604;164
3150703;546
3150802;237
3150901;68
3151008;111
3151107;49
3151206;1388
3151305;141
3151404;706
3151503;1199
3151602;191
3151701;148
3151800;882
3151909;44
3152006;975
3152105;676
3152131;37
3152170;43
3152204;119
3152303;56
3152402;100
3152501;615
3152600;330
3152709;61
3152808;2330
3152907;95
3153004;179
3153103;61
3153202;103
3153301;17
3153400;1235
3153509;23
3153608;61
3153707;95
3153806;67
3154002;325
3154101;92
3154150;70
3154200;130
3154309;133
3154408;137
3154457;245
3154507;133
3154606;49
3154705;28
3154804;16
3154903;427
3155009;29
3155108;46
3155207;11
3155306;48
3155405;154
3155504;3831
3155603;208
3155702;174
3155801;170
3155900;90
3156007;41
3156106;174
3156205;53
3156304;20
3156403;525
3156452;18
3156502;65
3156601;151
3156700;85
3156809;204
3156908;1306
3157005;133
3157104;145
3157203;257
3157252;31
3157278;90
3157302;35
3157377;4
3157401;174
3157500;10
3157609;121
3157658;6
3157708;852
3157807;81
3157906;52
3158003;235
3158102;19
3158201;57
3158300;639
3158409;31
3158508;90
3158607;109
3158706;33
3158805;29
3158904;105
3158953;55
3159001;17
3159100;69
3159209;119
3159308;88
3159357;102
3159407;115
3159506;54
3159605;687
3159704;86
3159803;764
3159902;883
3160009;66
3160108;99
3160207;61
3160306;20
3160405;498
3160454;14
3160504;4
3160603;146
3160702;203
3160801;114
3160900;19
3160959;58
3161007;206
3161056;19
3161106;305
3161205;216
3161304;225
3161403;82
3161502;77
3161601;12
3161650;34
3161700;376
3161809;154
3161908;132
3162005;881
3162104;2274
3162203;446
3162252;58
3162302;38
3162401;453
3162450;2
3162500;450
3162559;85
3162575;26
3162609;29
3162658;6
3162708;524
3162807;108
3162906;177
3162922;43
3162948;453
3162955;210
3163003;15
3163102;333
3163201;30
3163300;33
3163409;85
3163508;4
3163706;50
3163805;30
3163904;111
3164001;160
3164100;27
3164209;246
3164308;296
3164407;216
3164431;5
3164472;61
3164506;6
3164605;470
3164704;1725
3164803;8
3164902;36
3165008;168
3165107;502
3165206;103
3165305;468
3165404;195
3165503;21
3165537;103
3165552;23
3165560;8
3165578;376
3165602;73
3165701;49
3165800;8
3165909;22
3166006;69
3166105;59
3166204;12
3166303;3
3166402;14
3166501;21
3166600;63
3166709;125
3166808;1360
3166907;329
3166956;21
3167004;115
3167103;299
3167202;693
3167301;54
3167400;301
3167509;85
3167608;29
3167707;29
3167806;134
3167905;62
3168002;506
3168051;41
3168101;317
3168200;118
3168309;102
3168408;95
3168507;150
3168606;764
3168705;19
3168804;17
3168903;414
3169000;163
3169059;18
3169109;21
3169208;140
3169307;1405
3169356;677
3169406;2732
3169505;68
3169604;1217
3169703;575
3169802;304
3169901;201
3170008;13
3170057;78
3170107;3046
3170206;5689
3170305;57
3170404;2841
3170438;308
3170479;56
3170503;633
3170529;146
3170578;27
3170602;92
3170651;25
3170701;1062
3170750;568
3170800;970
3170909;12
3171006;651
3171030;341
3171071;294
3171105;226
3171154;12
3171204;13
3171303;328
3171402;52
3171501;71
3171600;11
3171709;101
3171808;88
3171907;7
3172004;178
3172103;115
3172202;39
3200102;308
3200136;43
3200169;26
3200201;173
3200300;193
3200359;30
3200409;125
3200508;78
3200607;1557
3200706;76
3200805;195
3200904;113
3201001;374
3201100;34
3201159;328
3201209;469
3201308;212
3201407;199
3201506;522
3201605;1688
3201704;272
3201803;30
3201902;848
3202009;38
3202108;491
3202207;110
3202256;55
3202306;223
3202405;285
3202454;56
3202504;130
3202553;23
3202603;29
3202652;39
3202702;96
3202801;342
3202900;27
3203007;85
3203056;951
3203106;36
3203130;96
3203163;37
3203205;4727
3203304;19
3203320;19
3203346;704
3203353;239
3203403;270
3203502;820
3203601;323
3203700;105
3203809;81
3203908;492
3204005;145
3204054;451
3204104;1805
3204203;94
3204252;115
3204302;206
3204351;347
3204401;47
3204500;256
3204559;2219
3204609;304
3204658;92
3204708;101
3204807;110
3204906;3097
3204955;138
3205002;232
3205010;1348
3205036;164
3205069;557
3205101;180
3205150;43
3205176;444
3205200;122
3205309;655
3300100;229
3300159;8
3300209;419
3300225;109
3300233;3
3300308;466
3300407;338
3300456;2
3300506;307
3300605;261
3300704;128
3300803;561
3300902;117
3300936;51
3300951;37
3301009;1768
3301108;203
3301157;172
3301207;120
3301306;142
3301405;157
3301504;71
3301603;235
3301702;20
3301801;53
3301850;77
3301876;6
3301900;156
3302007;83
3302056;47
3302106;115
3302205;578
3302254;16
3302270;7
3302304;102
3302403;384
3302452;40
3302502;45
3302601;53
3302700;61
3302809;9
3302858;2
3302908;134
3303005;194
3303104;218
3303203;8
3303302;195
3303401;217
3303500;37
3303609;37
3303708;549
3303807;57
3303856;169
3303906;435
3303955;18
3304003;239
3304102;112
3304110;42
3304128;70
3304144;2
3304151;126
3304201;323
3304300;296
3304409;434
3304508;150
3304524;56
3304557;945
3304607;209
3304706;185
3304755;657
3304805;262
3304904;19
3305000;101
3305109;1
3305133;50
3305158;559
3305208;102
3305307;131
3305406;349
3305505;120
3305554;66
3305604;558
3305703;210
3305752;62
3305802;1651
3305901;81
3306008;240
3306107;472
3306156;49
3306206;400
3306305;74
3500105;757
3500204;313
3500303;1401
3500402;189
3500501;53
3500550;838
3500600;2
3500709;905
3500758;256
3500808;39
3500907;435
3501004;1511
3501103;81
3501152;18
3501202;107
3501301;139
3501400;99
3501509;81
3501608;94
3501707;100
3501806;78
3501905;1578
3502002;311
3502101;522
3502200;1586
3502309;512
3502408;94
3502507;84
3502606;63
3502705;1113
3502754;9
3502804;801
3502903;408
3503000;128
3503109;785
3503158;60
3503208;1152
3503307;1388
3503356;49
3503406;348
3503505;204
3503604;344
3503703;1042
3503802;800
3503901;133
3503950;21
3504008;279
3504107;1785
3504206;161
3504305;487
3504404;93
3504503;2200
3504602;78
3504701;30
3504800;91
3504909;220
3505005;53
3505104;51
3505203;828
3505302;245
3505351;467
3505401;46
3505500;1885
3505609;63
3505708;74
3505807;2843
3505906;755
3506003;766
3506102;8315
3506201;54
3506300;199
3506359;18
3506409;66
3506508;523
3506607;864
3506706;886
3506805;241
3506904;665
3507001;489
3507100;61
3507159;220
3507209;23
3507308;244
3507407;282
3507456;377
3507506;3019
3507605;1709
3507704;59
3507753;220
3507803;254
3507902;1382
3508009;2158
3508108;126
3508207;135
3508306;220
3508405;585
3508504;336
3508603;211
3508702;410
3508801;446
3508900;22
3509007;58
3509106;139
3509205;28
3509254;801
3509304;355
3509403;609
3509452;192
3509502;1420
3509601;145
3509700;25
3509809;215
3509908;165
3509957;28
3510005;329
3510104;150
3510153;18
3510203;1705
3510302;1431
3510401;365
3510500;116
3510708;336
3510807;2176
3510906;179
3511003;221
3511102;822
3511201;133
3511300;141
3511409;769
3511508;897
3511607;403
3511706;230
3511904;68
3512001;571
3512100;3865
3512209;786
3512308;358
3512407;322
3512506;126
3512605;164
3512704;235
3512803;73
3512902;183
3513009;371
3513108;732
3513207;596
3513306;73
3513405;128
3513504;11
3513603;492
3513702;1222
3513850;13
3513900;165
3514007;48
3514106;488
3514205;17
3514304;296
3514403;205
3514502;225
3514601;323
3514700;234
3514809;854
3514908;260
3514924;206
3514957;51
3515004;37
3515103;186
3515129;39
3515152;617
3515186;1181
3515194;185
3515202;189
3515301;47
3515350;100
3515400;412
3515509;472
3515608;253
3515657;87
3515806;55
3515905;49
3516002;172
3516101;141
3516200;1072
3516408;20
3516507;83
3516606;326
3516705;1202
3516804;42
3516853;857
3516903;326
3517000;589
3517109;193
3517208;311
3517307;194
3517406;2649
3517505;611
3517604;444
3517703;131
3517802;308
3517901;271
3518008;21
3518107;302
3518206;922
3518305;332
3518404;578
3518503;730
3518602;144
3518701;197
3518800;137
3518859;209
3518909;176
3519006;323
3519055;3857
3519071;23
3519105;336
3519204;240
3519253;679
3519303;237
3519402;185
3519501;90
3519600;535
3519709;3160
3519808;93
3519907;157
3520004;123
3520103;261
3520202;103
3520301;169
3520400;14
3520442;135
3520509;641
3520608;66
3520707;78
3520806;94
3520905;153
3521002;74
3521101;138
3521150;284
3521200;31
3521309;503
3521408;163
3521507;237
3521606;53
3521705;778
3521804;2113
3521903;353
3522000;88
3522109;74
3522158;10
3522208;474
3522307;5552
3522406;3875
3522505;7
3522604;1116
3522653;229
3522703;1721
3522802;186
3522901;207
3523008;106
3523107;68
3523206;639
3523305;291
3523404;651
3523503;938
3523602;1179
3523701;359
3523800;216
3523909;1284
3524006;270
3524105;418
3524204;231
3524303;779
3524402;890
3524501;98
3524600;951
3524709;471
3524808;181
3524907;164
3525102;834
3525201;306
3525300;818
3525409;265
3525508;215
3525607;208
3525706;1148
3525805;110
3525854;96
3525904;496
3526001;224
3526100;496
3526209;53
3526308;170
3526407;240
3526506;161
3526605;69
3526704;511
3526803;1890
3526902;827
3527009;61
3527108;468
3527207;303
3527256;32
3527306;270
3527405;184
3527504;804
3527603;3774
3527702;123
3527801;115
3527900;120
3528007;684
3528106;74
3528205;144
3528304;160
3528403;256
3528502;31
3528601;366
3528700;187
3528809;288
3528858;168
3528908;82
3529005;970
3529104;71
3529203;358
3529302;10651
3529401;4
3529500;1213
3529609;88
3529658;33
3529708;250
3529807;155
3529906;511
3530003;77
3530102;368
3530201;187
3530300;250
3530409;197
3530508;2992
3530607;1833
3530706;4306
3530805;1777
3530904;73
3531001;463
3531100;1
3531209;81
3531308;723
3531407;272
3531506;2090
3531605;144
3531704;73
3531803;532
3531902;937
3532009;223
3532058;84
3532108;74
3532157;116
3532207;83
3532306;188
3532405;113
3532504;146
3532603;174
3532702;107
3532801;100
3532827;346
3532843;22
3532868;36
3532900;150
3533007;578
3533106;13
3533205;90
3533254;77
3533304;23
3533403;106
3533502;2763
3533601;416
3533700;384
3533809;119
3533908;539
3534005;489
3534104;140
3534203;136
3534302;897
3534401;12
3534500;47
3534609;217
3534708;2063
3534757;211
3534807;75
3534906;170
3535002;2247
3535101;78
3535200;190
3535309;573
3535408;113
3535507;6180
3535606;344
3535705;135
3535804;1884
3535903;304
3536000;452
3536109;362
3536208;679
3536257;46
3536307;619
3536406;56
3536505;299
3536570;98
3536604;291
3536703;1437
3536802;243
3536901;105
3537008;1060
3537107;66
3537156;57
3537206;103
3537305;590
3537404;341
3537503;473
3537602;39
3537701;115
3537800;1380
3537909;1073
3538006;642
3538105;170
3538204;129
3538303;155
3538501;67
3538600;188
3538709;1018
3538808;536
3538907;938
3539004;352
3539103;16
3539202;153
3539301;893
3539400;370
3539509;799
3539608;1276
3539707;181
3539806;1
3539905;110
3540002;290
3540101;31
3540200;997
3540259;60
3540309;84
3540408;169
3540507;232
3540606;1635
3540705;399
3540754;40
3540804;105
3540853;8
3540903;16
3541000;16
3541059;492
3541109;156
3541208;397
3541307;292
3541406;435
3541505;284
3541604;1305
3541653;189
3541703;148
3541802;290
3541901;99
3542008;270
3542107;107
3542206;1640
3542305;200
3542404;307
3542503;498
3542602;1110
3542701;426
3542800;231
3542909;486
3543006;1916
3543105;289
3543204;110
3543238;27
3543253;106
3543303;8
3543402;980
3543501;91
3543600;121
3543709;274
3543808;529
3543907;1192
3544004;244
3544202;221
3544251;153
3544301;80
3544400;100
3544509;197
3544608;60
3544707;24
3544806;85
3544905;542
3545001;518
3545100;81
3545159;28
3545209;181
3545308;234
3545407;172
3545506;137
3545605;2529
3545704;2076
3545803;102
3546009;243
3546108;124
3546207;246
3546256;96
3546306;1608
3546405;3625
3546504;6
3546603;302
3546702;28
3546801;352
3546900;78
3547007;125
3547106;60
3547205;33
3547304;137
3547403;30
3547502;465
3547601;209
3547650;25
3547700;393
3547809;13
3547908;317
3548005;1426
3548054;516
3548104;341
3548203;138
3548302;9
3548401;114
3548500;310
3548609;159
3548708;77
3548807;2
3548906;2873
3549003;12
3549102;1655
3549201;43
3549250;23
3549300;10
3549409;286
3549508;182
3549607;132
3549706;1194
3549805;592
3549904;527
3549953;70
3550001;357
3550100;960
3550209;1145
3550308;2302
3550407;479
3550506;586
3550605;622
3550704;7
3550803;820
3550902;499
3551009;4
3551108;278
3551207;60
3551306;42
3551405;48
3551504;267
3551603;375
3551702;459
3551801;920
3551900;378
3552007;146
3552106;308
3552205;327
3552304;677
3552403;456
3552502;593
3552551;87
3552601;396
3552700;870
3552809;4
3552908;110
3553005;236
3553104;130
3553203;113
3553302;1013
3553401;314
3553500;197
3553609;777
3553658;241
3553708;1062
3553807;695
3553856;618
3553906;82
3553955;1649
3554003;1424
3554102;601
3554201;449
3554300;361
3554409;206
3554508;726
3554607;155
3554656;9
3554706;376
3554755;136
3554805;186
3554904;97
3554953;158
3555000;1202
3555109;239
3555208;59
3555307;86
3555356;123
3555406;29
3555505;939
3555604;97
3555703;23
3555802;104
3555901;52
3556008;385
3556107;133
3556206;413
3556305;276
3556354;98
3556404;605
3556453;111
3556503;8
3556602;304
3556701;75
3556800;277
3556909;506
3556958;14
3557006;43
3557105;231
3557154;186
3557204;147
3557303;429
4100103;159
4100202;206
4100301;23
4100400;39
4100459;65
4100509;217
4100608;372
4100707;132
4100806;210
4100905;119
4101002;59
4101051;50
4101101;285
4101150;69
4101200;147
4101309;123
4101408;411
4101507;831
4101606;1381
4101655;77
4101705;130
4101804;322
4101853;43
4101903;103
4102000;406
4102109;324
4102208;172
4102307;149
4102406;205
4102505;99
4102604;35
4102703;79
4102752;2
4102802;277
4102901;374
4103008;120
4103024;22
4103040;155
4103057;45
4103107;229
4103156;6
4103206;222
4103222;68
4103305;84
4103354;93
4103370;58
4103404;67
4103453;243
4103479;49
4103503;52
4103602;264
4103701;311
4103800;88
4103909;275
4103958;64
4104006;55
4104055;67
4104105;389
4104204;285
4104253;48
4104303;680
4104402;176
4104428;446
4104451;107
4104501;22
4104600;63
4104659;1811
4104709;386
4104808;2512
4104907;3080
4105003;185
4105102;66
4105201;321
4105300;209
4105409;173
4105508;574
4105607;175
4105706;212
4105805;702
4105904;69
4106001;266
4106100;109
4106209;235
4106308;397
4106407;537
4106456;251
4106506;297
4106555;35
4106571;152
4106605;373
4106704;294
4106803;68
4106852;89
4106902;885
4107009;46
4107108;86
4107124;47
4107157;71
4107207;945
4107256;197
4107306;26
4107405;136
4107504;334
4107520;35
4107538;355
4107546;55
4107553;99
4107603;332
4107652;16
4107702;36
4107736;107
4107751;70
4107801;136
4107850;17
4107900;99
4108007;193
4108106;8
4108205;113
4108304;141
4108320;95
4108403;427
4108452;50
4108502;279
4108551;8
4108601;339
4108650;85
4108700;145
4108809;166
4108908;330
4108957;15
4109005;106
4109104;37
4109203;83
4109302;350
4109401;2896
4109500;57
4109609;132
4109658;164
4109708;1183
4109757;84
4109807;900
4109906;279
4110003;147
4110052;13
4110078;74
4110102;267
4110201;207
4110300;31
4110409;29
4110508;305
4110607;142
4110656;76
4110706;341
4110805;139
4110904;40
4110953;299
4111001;152
4111100;101
4111209;169
4111258;242
4111308;33
4111407;85
4111506;136
4111555;63
4111605;27
4111704;67
4111803;1292
4111902;575
4112009;826
4112108;75
4112207;123
4112306;58
4112405;64
4112504;63
4112603;36
4112702;108
4112751;122
4112801;91
4112900;140
4112959;109
4113007;59
4113106;35
4113205;1157
4113254;92
4113304;246
4113403;208
4113429;60
4113452;162
4113502;219
4113601;41
4113700;1608
4113734;479
4113759;71
4113809;56
4113908;171
4114005;476
4114104;221
4114203;307
4114302;84
4114351;12
4114401;368
4114500;112
4114609;535
4114708;297
4114807;282
4114906;217
4115002;265
4115101;130
4115200;521
4115309;212
4115358;107
4115408;146
4115457;37
4115507;298
4115606;99
4115739;51
4115754;126
4115804;400
4115853;61
4115903;203
4116000;17
4116059;81
4116109;276
4116208;129
4116307;74
4116406;40
4116505;46
4116604;59
4116703;465
4116802;163
4116901;316
4116950;50
4117008;161
4117057;138
4117107;85
4117206;123
4117214;20
4117222;149
4117255;161
4117271;99
4117297;36
4117305;766
4117404;60
4117453;220
4117503;53
4117602;3430
4117701;747
4117800;112
4117909;753
4118006;1735
4118105;65
4118204;47
4118303;111
4118402;1184
4118451;90
4118501;1017
4118600;118
4118709;25
4118808;203
4118857;87
4118907;37
4119004;12
4119103;67
4119202;56
4119251;8
4119301;995
4119400;849
4119509;184
4119608;439
4119657;91
4119707;171
4119806;26
4119905;1639
4119954;5
4120002;52
4120101;215
4120150;33
4120200;59
4120309;48
4120333;105
4120358;31
4120408;79
4120507;121
4120606;285
4120655;168
4120705;33
4120804;17
4120853;187
4120903;186
4121000;183
4121109;133
4121208;28
4121257;53
4121307;137
4121356;54
4121406;149
4121505;196
4121604;76
4121703;634
4121752;165
4121802;345
4121901;202
4122008;32
4122107;56
4122156;59
4122172;66
4122206;41
4122305;188
4122404;662
4122503;397
4122602;166
4122651;85
4122701;182
4122800;34
4122909;25
4123006;261
4123105;74
4123204;64
4123303;156
4123402;80
4123501;810
4123600;19
4123709;140
4123808;197
4123824;12
4123857;102
4123907;416
4123956;109
4124004;107
4124020;156
4124053;146
4124103;555
4124202;108
4124301;143
4124400;605
4124509;102
4124608;79
4124707;176
4124806;90
4124905;156
4125001;97
4125100;191
4125209;142
4125308;225
4125357;68
4125407;66
4125456;79
4125506;553
4125555;152
4125605;564
4125704;563
4125753;115
4125803;652
4125902;49
4126009;87
4126108;18
4126207;94
4126256;30
4126272;57
4126306;836
4126355;79
4126405;229
4126504;339
4126603;112
4126652;23
4126678;264
4126702;69
4126801;262
4126900;131
4127007;337
4127106;596
4127205;191
4127304;246
4127403;213
4127502;1206
4127601;256
4127700;1611
4127809;211
4127858;129
4127882;144
4127908;91
4127957;120
4127965;140
4128005;198
4128104;598
4128203;294
4128302;53
4128401;248
4128500;124
4128534;876
4128559;180
4128609;39
4128625;218
4128633;52
4128658;47
4128708;160
4128807;81
4200051;9
4200101;406
4200200;36
4200309;7
4200408;391
4200507;9
4200556;33
4200606;5
4200705;45
4200754;11
4200804;27
4200903;10
4201000;48
4201109;32
4201208;72
4201257;31
4201273;35
4201307;146
4201406;251
4201505;101
4201604;58
4201653;377
4201703;21
4201802;24
4201901;8
4201950;8
4202008;42
4202057;21
4202073;31
4202081;8
4202099;7
4202107;81
4202131;34
4202156;6
4202206;21
4202305;191
4202404;144
4202438;48
4202453;163
4202503;132
4202537;62
4202578;9
4202602;398
4202701;22
4202800;314
4202859;12
4202875;84
4202909;8
4203006;1310
4203105;64
4203154;298
4203204;84
4203253;149
4203303;82
4203402;431
4203501;196
4203600;898
4203709;12
4203808;430
4203907;372
4203956;27
4204004;287
4204103;30
4204178;44
4204194;4
4204202;933
4204251;15
4204301;290
4204350;54
4204400;74
4204459;12
4204509;318
4204558;203
4204608;30
4204707;56
4204756;13
4204806;615
4204905;64
4205001;51
4205100;20
4205159;11
4205175;9
4205191;37
4205209;97
4205308;1223
4205357;25
4205407;269
4205431;6
4205456;52
4205506;2074
4205555;10
4205605;36
4205704;13
4205803;156
4205902;24
4206009;93
4206108;73
4206207;21
4206306;1
4206405;108
4206504;115
4206603;21
4206652;111
4206702;111
4206751;11
4206801;67
4206900;21
4207007;122
4207106;53
4207205;26
4207304;32
4207403;7
4207502;57
4207577;210
4207601;15
4207650;53
4207684;30
4207700;163
4207759;10
4207809;88
4207858;2
4207908;129
4208005;27
4208104;131
4208203;946
4208302;6
4208401;211
4208450;13
4208500;133
4208609;57
4208708;22
4208807;70
4208906;159
4208955;2
4209003;113
4209102;361
4209151;5
4209177;5
4209201;100
4209300;1466
4209409;184
4209458;2
4209508;61
4209607;150
4209706;739
4209805;5
4209854;15
4209904;33
4210001;286
4210035;20
4210050;118
4210100;498
4210209;9
4210308;111
4210407;7
4210506;118
4210555;50
4210605;77
4210704;55
4210803;7
4210852;25
4210902;51
4211009;73
4211058;450
4211108;164
4211207;4
4211306;488
4211405;58
4211454;8
4211504;11
4211603;40
4211652;1
4211702;67
4211751;126
4211801;13
4211850;42
4211876;5
4211892;139
4211900;60
4212007;203
4212056;16
4212106;58
4212205;435
4212239;16
4212254;5
4212270;159
4212304;46
4212403;39
4212502;355
4212601;10
4212650;7
4212700;31
4212809;41
4212908;116
4213005;82
4213104;5
4213153;47
4213203;22
4213302;124
4213351;135
4213401;331
4213500;251
4213609;150
4213708;138
4213807;1
4213906;12
4214003;26
4214102;23
4214151;5
4214201;132
4214300;26
4214409;204
4214508;21
4214607;141
4214706;42
4214805;91
4214904;40
4215000;459
4215059;29
4215075;25
4215109;18
4215208;10
4215307;81
4215356;6
4215406;67
4215455;4
4215505;1088
4215554;2
4215604;5
4215653;3
4215679;1
4215687;4
4215695;3
4215703;40
4215752;8
4215802;72
4215901;10
4216008;55
4216057;102
4216107;121
4216206;17
4216255;71
4216305;4
4216354;140
4216404;3
4216503;3294
4216602;44
4216701;54
4216800;109
4216909;52
4217006;191
4217105;15
4217154;1
4217204;215
4217253;51
4217303;44
4217402;47
4217501;407
4217550;18
4217600;7
4217709;34
4217758;2
4217808;93
4217907;126
4217956;3
4218004;59
4218103;8
4218202;57
4218251;185
4218301;408
4218350;1
4218400;3
4218509;103
4218608;54
4218707;103
4218756;151
4218806;136
4218855;24
4218905;263
4218954;108
4219002;78
4219101;181
4219150;9
4219176;59
4219200;26
4219309;1551
4219358;31
4219408;21
4219507;471
4219606;97
4219705;469
4219853;64
4220000;7
4300034;358
4300059;57
4300109;27
4300208;78
4300307;16
4300406;1836
4300455;22
4300471;87
4300505;1
4300554;16
4300570;128
4300604;7
4300638;12
4300646;1
4300661;118
4300703;45
4300802;116
4300851;238
4300877;11
4300901;138
4301008;115
4301057;3
4301073;1
4301107;81
4301305;910
4301404;5
4301503;66
4301552;11
4301602;1337
4301636;6
4301651;28
4301701;40
4301750;12
4301800;31
4301859;3
4301875;110
4301909;812
4301925;10
4301958;6
4302006;13
4302105;108
4302154;54
4302204;12
4302220;144
4302238;112
4302253;27
4302303;1058
4302352;11
4302378;14
4302402;153
4302451;26
4302501;274
4302584;28
4302600;13
4302659;44
4302709;667
4302808;429
4302907;405
4303004;1153
4303103;5
4303202;1
4303301;62
4303509;694
4303558;27
4303608;127
4303673;111
4303707;6
4303806;139
4303905;60
4304002;98
4304101;21
4304200;74
4304309;19
4304358;93
4304408;51
4304507;387
4304606;15
4304614;2
4304622;98
4304630;12
4304655;144
4304663;339
4304671;248
4304689;53
4304697;102
4304705;686
4304713;3
4304804;43
4304903;69
4304952;60
4305009;185
4305108;1651
4305116;6
4305124;24
4305132;3
4305157;1
4305173;27
4305207;68
4305306;134
4305355;48
4305371;43
4305405;146
4305439;23
4305447;3
4305454;22
4305504;58
4305587;9
4305603;52
4305702;323
4305801;21
4305835;5
4305850;21
4305871;17
4305900;133
4305934;1
4305959;1
4305975;194
4306007;47
4306056;275
4306072;7
4306106;980
4306205;140
4306304;12
4306320;5
4306353;18
4306379;88
4306403;22
4306429;124
4306452;26
4306502;35
4306551;30
4306601;1880
4306734;46
4306759;11
4306767;108
4306809;111
4306908;967
4306924;1
4306932;196
4306957;4
4306973;74
4307005;193
4307054;75
4307104;166
4307203;121
4307302;48
4307401;157
4307450;2
4307500;164
4307559;96
4307609;5
4307807;172
4307815;44
4307831;78
4307864;6
4307906;911
4308003;2
4308052;36
4308078;124
4308102;27
4308201;312
4308250;1
4308300;62
4308409;94
4308433;1
4308458;187
4308508;81
4308607;274
4308656;77
4308706;87
4308805;49
4308854;65
4308904;68
4309001;190
4309050;63
4309100;113
4309126;11
4309159;3
4309209;97
4309258;21
4309308;700
4309407;30
4309506;26
4309555;39
4309605;40
4309654;64
4309704;54
4309803;155
4309902;59
4309951;21
4310009;199
4310108;12
4310207;247
4310306;16
4310363;3
4310405;131
4310413;37
4310439;230
4310462;31
4310504;3
4310538;54
4310553;135
4310579;2
4310603;1552
4310652;26
4310702;4
4310751;6
4310801;39
4310850;8
4310876;70
4310900;63
4311007;790
4311106;54
4311122;94
4311130;154
4311155;262
4311205;560
4311239;5
4311254;7
4311270;29
4311304;216
4311403;227
4311429;2
4311502;384
4311627;2
4311643;15
4311700;35
4311718;256
4311734;1
4311759;201
4311775;111
4311791;13
4311809;336
4311908;15
4311981;30
4312005;16
4312054;16
4312104;16
4312138;32
4312153;7
4312179;12
4312203;11
4312252;260
4312302;2
4312377;107
4312385;7
4312401;521
4312427;22
4312443;4
4312450;47
4312476;145
4312500;903
4312609;27
4312617;340
4312658;225
4312674;36
4312708;61
4312757;19
4312807;19
4312906;133
4312955;13
4313003;23
4313011;37
4313037;13
4313086;24
4313102;14
4313201;216
4313300;109
4313334;21
4313375;67
4313391;33
4313409;69
4313425;10
4313490;1
4313508;125
4313607;32
4313656;381
4313706;733
4313805;5
4313904;169
4313953;248
4314001;14
4314027;12
4314035;136
4314050;18
4314076;55
4314100;900
4314134;8
4314159;27
4314175;124
4314209;430
4314308;171
4314407;918
4314423;2
4314456;44
4314464;38
4314472;52
4314498;40
4314506;182
4314548;45
4314555;17
4314605;701
4314753;14
4314779;100
4314787;6
4314803;32
4314902;1377
4315008;12
4315057;4
4315073;10
4315107;34
4315131;31
4315149;7
4315156;3
4315172;50
4315206;16
4315305;579
4315313;75
4315321;83
4315354;53
4315404;41
4315453;9
4315503;167
4315552;7
4315602;939
4315701;314
4315750;24
4315800;54
4315909;203
4315958;24
4316006;59
4316105;65
4316204;37
4316303;48
4316402;1171
4316428;1
4316436;38
4316451;140
4316477;64
4316501;497
4316600;114
4316709;366
4316733;30
4316758;19
4316808;546
4316907;504
4316956;29
4316972;155
4317004;70
4317103;1114
4317202;548
4317251;32
4317301;2467
4317400;484
4317509;313
4317558;90
4317608;176
4317707;263
4317756;40
4317806;346
4317905;217
4317954;1
4318002;1397
4318051;2
4318101;241
4318200;944
4318309;1526
4318408;47
4318424;7
4318432;14
4318440;33
4318465;35
4318481;29
4318499;2
4318507;531
4318606;96
4318614;20
4318622;364
4318705;66
4318804;392
4318903;600
4319000;64
4319109;69
4319125;75
4319158;374
4319208;87
4319307;39
4319356;38
4319364;4
4319372;205
4319406;118
4319505;115
4319604;380
4319703;6
4319711;21
4319737;2
4319752;6
4319802;331
4319901;38
4320008;1
4320107;196
4320206;155
4320230;16
4320263;2
4320305;92
4320321;32
4320354;50
4320404;209
4320453;4
4320503;126
4320552;16
4320578;3
4320602;14
4320651;22
4320677;4
4320701;24
4320800;148
4320859;63
4320909;131
4321006;114
4321105;270
4321204;55
4321303;288
4321329;11
4321352;110
4321402;94
4321436;83
4321451;184
4321469;9
4321477;5
4321493;26
4321501;14
4321600;9
4321626;29
4321634;8
4321667;4
4321709;23
4321808;43
4321832;1
4321857;65
4321907;128
4321956;31
4322004;240
4322103;38
4322152;2
4322186;5
4322202;980
4322251;56
4322301;73
4322327;83
4322343;2
4322350;15
4322376;77
4322400;2746
4322509;5632
4322525;38
4322533;6
4322558;6
4322608;59
4322707;11
4322806;56
4322855;27
4322905;10
4323002;396
4323101;2
4323200;32
4323309;44
4323358;14
4323408;94
4323457;88
4323507;61
4323606;15
4323705;31
4323754;32
4323770;51
4323804;2
5000203;1795
5000252;321
5000609;1238
5000708;579
5000807;609
5000856;294
5000906;391
5001003;734
5001102;1325
5001243;538
5001508;673
5001904;595
5002001;355
5002100;857
