"Cód.";"Município";"Grupos de área total";"Arroz em casca";"Milho em grão";"Soja em grão"
"1200328";"Jordão (AC)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1200328";"Jordão (AC)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1200328";"Jordão (AC)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1200328";"Jordão (AC)";"De 10.000 ha e mais";"-";"-";"-"
"1200336";"Mâncio Lima (AC)";"De 200 a menos de 500 ha";"-";"X";"-"
"1200336";"Mâncio Lima (AC)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1200336";"Mâncio Lima (AC)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1200336";"Mâncio Lima (AC)";"De 2.500 a menos de 10.000 ha";"-";"X";"-"
"1200336";"Mâncio Lima (AC)";"De 10.000 ha e mais";"-";"-";"-"
"1200344";"Manoel Urbano (AC)";"De 200 a menos de 500 ha";"X";"48";"-"
"1200344";"Manoel Urbano (AC)";"De 500 a menos de 1.000 ha";"X";"22";"-"
"1200344";"Manoel Urbano (AC)";"De 1.000 a menos de 2.500 ha";"-";"14";"-"
"1200344";"Manoel Urbano (AC)";"De 2.500 a menos de 10.000 ha";"-";"81";"-"
"1200344";"Manoel Urbano (AC)";"De 10.000 ha e mais";"-";"-";"-"
"1200351";"Marechal Thaumaturgo (AC)";"De 200 a menos de 500 ha";"-";"X";"-"
"1200351";"Marechal Thaumaturgo (AC)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1200351";"Marechal Thaumaturgo (AC)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1200351";"Marechal Thaumaturgo (AC)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1200351";"Marechal Thaumaturgo (AC)";"De 10.000 ha e mais";"-";"-";"-"
"1200385";"Plácido de Castro (AC)";"De 200 a menos de 500 ha";"-";"275";"-"
"1200385";"Plácido de Castro (AC)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"1200385";"Plácido de Castro (AC)";"De 1.000 a menos de 2.500 ha";"-";"X";"-"
"1200385";"Plácido de Castro (AC)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1200385";"Plácido de Castro (AC)";"De 10.000 ha e mais";"-";"X";"X"
"1200393";"Porto Walter (AC)";"De 200 a menos de 500 ha";"X";"X";"-"
"1200393";"Porto Walter (AC)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1200393";"Porto Walter (AC)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1200393";"Porto Walter (AC)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1200393";"Porto Walter (AC)";"De 10.000 ha e mais";"-";"-";"-"
"1200401";"Rio Branco (AC)";"De 200 a menos de 500 ha";"38";"445";"-"
"1200401";"Rio Branco (AC)";"De 500 a menos de 1.000 ha";"45";"1717";"X"
"1200401";"Rio Branco (AC)";"De 1.000 a menos de 2.500 ha";"8";"291";"-"
"1200401";"Rio Branco (AC)";"De 2.500 a menos de 10.000 ha";"-";"1120";"-"
"1200401";"Rio Branco (AC)";"De 10.000 ha e mais";"-";"-";"-"
"1200427";"Rodrigues Alves (AC)";"De 200 a menos de 500 ha";"X";"1";"-"
"1200427";"Rodrigues Alves (AC)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1200427";"Rodrigues Alves (AC)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1200427";"Rodrigues Alves (AC)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1200427";"Rodrigues Alves (AC)";"De 10.000 ha e mais";"-";"-";"-"
"1200435";"Santa Rosa do Purus (AC)";"De 200 a menos de 500 ha";"X";"15";"-"
"1200435";"Santa Rosa do Purus (AC)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"1200435";"Santa Rosa do Purus (AC)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1200435";"Santa Rosa do Purus (AC)";"De 2.500 a menos de 10.000 ha";"-";"X";"-"
"1200435";"Santa Rosa do Purus (AC)";"De 10.000 ha e mais";"-";"-";"-"
"1200450";"Senador Guiomard (AC)";"De 200 a menos de 500 ha";"X";"435";"-"
"1200450";"Senador Guiomard (AC)";"De 500 a menos de 1.000 ha";"-";"1929";"-"
"1200450";"Senador Guiomard (AC)";"De 1.000 a menos de 2.500 ha";"-";"X";"-"
"1200450";"Senador Guiomard (AC)";"De 2.500 a menos de 10.000 ha";"-";"X";"-"
"1200450";"Senador Guiomard (AC)";"De 10.000 ha e mais";"-";"-";"-"
"1200500";"Sena Madureira (AC)";"De 200 a menos de 500 ha";"18";"178";"-"
"1200500";"Sena Madureira (AC)";"De 500 a menos de 1.000 ha";"22";"59";"-"
"1200500";"Sena Madureira (AC)";"De 1.000 a menos de 2.500 ha";"X";"110";"-"
"1200500";"Sena Madureira (AC)";"De 2.500 a menos de 10.000 ha";"X";"X";"-"
"1200500";"Sena Madureira (AC)";"De 10.000 ha e mais";"-";"-";"-"
"1200609";"Tarauacá (AC)";"De 200 a menos de 500 ha";"X";"153";"-"
"1200609";"Tarauacá (AC)";"De 500 a menos de 1.000 ha";"-";"38";"-"
"1200609";"Tarauacá (AC)";"De 1.000 a menos de 2.500 ha";"-";"X";"-"
"1200609";"Tarauacá (AC)";"De 2.500 a menos de 10.000 ha";"-";"X";"-"
"1200609";"Tarauacá (AC)";"De 10.000 ha e mais";"-";"X";"-"
"1200708";"Xapuri (AC)";"De 200 a menos de 500 ha";"247";"722";"-"
"1200708";"Xapuri (AC)";"De 500 a menos de 1.000 ha";"104";"328";"-"
"1200708";"Xapuri (AC)";"De 1.000 a menos de 2.500 ha";"19";"126";"-"
"1200708";"Xapuri (AC)";"De 2.500 a menos de 10.000 ha";"-";"X";"-"
"1200708";"Xapuri (AC)";"De 10.000 ha e mais";"-";"-";"-"
"1200807";"Porto Acre (AC)";"De 200 a menos de 500 ha";"2";"143";"-"
"1200807";"Porto Acre (AC)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"1200807";"Porto Acre (AC)";"De 1.000 a menos de 2.500 ha";"-";"5805";"-"
"1200807";"Porto Acre (AC)";"De 2.500 a menos de 10.000 ha";"-";"X";"-"
"1200807";"Porto Acre (AC)";"De 10.000 ha e mais";"-";"-";"-"
"1300029";"Alvarães (AM)";"De 200 a menos de 500 ha";"-";"X";"-"
"1300029";"Alvarães (AM)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"1300029";"Alvarães (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1300029";"Alvarães (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1300029";"Alvarães (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1300060";"Amaturá (AM)";"De 200 a menos de 500 ha";"-";"X";"-"
"1300060";"Amaturá (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1300060";"Amaturá (AM)";"De 1.000 a menos de 2.500 ha";"-";"X";"-"
"1300060";"Amaturá (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1300060";"Amaturá (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1300086";"Anamã (AM)";"De 200 a menos de 500 ha";"-";"X";"-"
"1300086";"Anamã (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1300086";"Anamã (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1300086";"Anamã (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1300086";"Anamã (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1300102";"Anori (AM)";"De 200 a menos de 500 ha";"-";"X";"-"
"1300102";"Anori (AM)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"1300102";"Anori (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1300102";"Anori (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1300102";"Anori (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1300144";"Apuí (AM)";"De 200 a menos de 500 ha";"X";"218";"-"
"1300144";"Apuí (AM)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"1300144";"Apuí (AM)";"De 1.000 a menos de 2.500 ha";"-";"34";"-"
"1300144";"Apuí (AM)";"De 2.500 a menos de 10.000 ha";"-";"X";"-"
"1300144";"Apuí (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1300201";"Atalaia do Norte (AM)";"De 200 a menos de 500 ha";"-";"-";"-"
"1300201";"Atalaia do Norte (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1300201";"Atalaia do Norte (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1300201";"Atalaia do Norte (AM)";"De 2.500 a menos de 10.000 ha";"-";"X";"-"
"1300201";"Atalaia do Norte (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1300300";"Autazes (AM)";"De 200 a menos de 500 ha";"-";"X";"-"
"1300300";"Autazes (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1300300";"Autazes (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1300300";"Autazes (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1300300";"Autazes (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1300409";"Barcelos (AM)";"De 200 a menos de 500 ha";"-";"-";"-"
"1300409";"Barcelos (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1300409";"Barcelos (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1300409";"Barcelos (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1300409";"Barcelos (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1300508";"Barreirinha (AM)";"De 200 a menos de 500 ha";"-";"-";"-"
"1300508";"Barreirinha (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1300508";"Barreirinha (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1300508";"Barreirinha (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1300508";"Barreirinha (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1300607";"Benjamin Constant (AM)";"De 200 a menos de 500 ha";"-";"-";"-"
"1300607";"Benjamin Constant (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1300607";"Benjamin Constant (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1300607";"Benjamin Constant (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1300607";"Benjamin Constant (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1300631";"Beruri (AM)";"De 200 a menos de 500 ha";"-";"21";"-"
"1300631";"Beruri (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1300631";"Beruri (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1300631";"Beruri (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1300631";"Beruri (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1300680";"Boa Vista do Ramos (AM)";"De 200 a menos de 500 ha";"-";"X";"-"
"1300680";"Boa Vista do Ramos (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1300680";"Boa Vista do Ramos (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1300680";"Boa Vista do Ramos (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1300680";"Boa Vista do Ramos (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1300706";"Boca do Acre (AM)";"De 200 a menos de 500 ha";"16";"140";"-"
"1300706";"Boca do Acre (AM)";"De 500 a menos de 1.000 ha";"2";"36";"-"
"1300706";"Boca do Acre (AM)";"De 1.000 a menos de 2.500 ha";"X";"6";"-"
"1300706";"Boca do Acre (AM)";"De 2.500 a menos de 10.000 ha";"-";"X";"-"
"1300706";"Boca do Acre (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1300805";"Borba (AM)";"De 200 a menos de 500 ha";"-";"-";"-"
"1300805";"Borba (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1300805";"Borba (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1300805";"Borba (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1300805";"Borba (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1300839";"Caapiranga (AM)";"De 200 a menos de 500 ha";"-";"-";"-"
"1300839";"Caapiranga (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1300839";"Caapiranga (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1300839";"Caapiranga (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1300839";"Caapiranga (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1300904";"Canutama (AM)";"De 200 a menos de 500 ha";"-";"11";"-"
"1300904";"Canutama (AM)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"1300904";"Canutama (AM)";"De 1.000 a menos de 2.500 ha";"-";"X";"-"
"1300904";"Canutama (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1300904";"Canutama (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1301001";"Carauari (AM)";"De 200 a menos de 500 ha";"-";"-";"-"
"1301001";"Carauari (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1301001";"Carauari (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1301001";"Carauari (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1301001";"Carauari (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1301100";"Careiro (AM)";"De 200 a menos de 500 ha";"-";"-";"-"
"1301100";"Careiro (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1301100";"Careiro (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1301100";"Careiro (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1301100";"Careiro (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1301159";"Careiro da Várzea (AM)";"De 200 a menos de 500 ha";"-";"-";"-"
"1301159";"Careiro da Várzea (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1301159";"Careiro da Várzea (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1301159";"Careiro da Várzea (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1301159";"Careiro da Várzea (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1301209";"Coari (AM)";"De 200 a menos de 500 ha";"-";"6";"-"
"1301209";"Coari (AM)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"1301209";"Coari (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1301209";"Coari (AM)";"De 2.500 a menos de 10.000 ha";"-";"X";"-"
"1301209";"Coari (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1301308";"Codajás (AM)";"De 200 a menos de 500 ha";"-";"X";"-"
"1301308";"Codajás (AM)";"De 500 a menos de 1.000 ha";"-";"1";"-"
"1301308";"Codajás (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1301308";"Codajás (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1301308";"Codajás (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1301407";"Eirunepé (AM)";"De 200 a menos de 500 ha";"-";"-";"-"
"1301407";"Eirunepé (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1301407";"Eirunepé (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1301407";"Eirunepé (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1301407";"Eirunepé (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1301506";"Envira (AM)";"De 200 a menos de 500 ha";"13";"217";"-"
"1301506";"Envira (AM)";"De 500 a menos de 1.000 ha";"X";"23";"-"
"1301506";"Envira (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1301506";"Envira (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1301506";"Envira (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1301605";"Fonte Boa (AM)";"De 200 a menos de 500 ha";"-";"-";"-"
"1301605";"Fonte Boa (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1301605";"Fonte Boa (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1301605";"Fonte Boa (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1301605";"Fonte Boa (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1301654";"Guajará (AM)";"De 200 a menos de 500 ha";"-";"X";"-"
"1301654";"Guajará (AM)";"De 500 a menos de 1.000 ha";"X";"X";"-"
"1301654";"Guajará (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1301654";"Guajará (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1301654";"Guajará (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1301704";"Humaitá (AM)";"De 200 a menos de 500 ha";"-";"30";"-"
"1301704";"Humaitá (AM)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"1301704";"Humaitá (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"X"
"1301704";"Humaitá (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1301704";"Humaitá (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1301803";"Ipixuna (AM)";"De 200 a menos de 500 ha";"X";"54";"-"
"1301803";"Ipixuna (AM)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"1301803";"Ipixuna (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1301803";"Ipixuna (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1301803";"Ipixuna (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1301852";"Iranduba (AM)";"De 200 a menos de 500 ha";"-";"-";"-"
"1301852";"Iranduba (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1301852";"Iranduba (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1301852";"Iranduba (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1301852";"Iranduba (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1301902";"Itacoatiara (AM)";"De 200 a menos de 500 ha";"-";"X";"-"
"1301902";"Itacoatiara (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1301902";"Itacoatiara (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1301902";"Itacoatiara (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1301902";"Itacoatiara (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1301951";"Itamarati (AM)";"De 200 a menos de 500 ha";"-";"-";"-"
"1301951";"Itamarati (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1301951";"Itamarati (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1301951";"Itamarati (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1301951";"Itamarati (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1302009";"Itapiranga (AM)";"De 200 a menos de 500 ha";"-";"X";"-"
"1302009";"Itapiranga (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1302009";"Itapiranga (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1302009";"Itapiranga (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1302009";"Itapiranga (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1302108";"Japurá (AM)";"De 200 a menos de 500 ha";"-";"-";"-"
"1302108";"Japurá (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1302108";"Japurá (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1302108";"Japurá (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1302108";"Japurá (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1302207";"Juruá (AM)";"De 200 a menos de 500 ha";"-";"-";"-"
"1302207";"Juruá (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1302207";"Juruá (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1302207";"Juruá (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1302207";"Juruá (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1302306";"Jutaí (AM)";"De 200 a menos de 500 ha";"-";"-";"-"
"1302306";"Jutaí (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1302306";"Jutaí (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1302306";"Jutaí (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1302306";"Jutaí (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1302405";"Lábrea (AM)";"De 200 a menos de 500 ha";"-";"25";"-"
"1302405";"Lábrea (AM)";"De 500 a menos de 1.000 ha";"-";"16";"-"
"1302405";"Lábrea (AM)";"De 1.000 a menos de 2.500 ha";"X";"21";"-"
"1302405";"Lábrea (AM)";"De 2.500 a menos de 10.000 ha";"-";"X";"-"
"1302405";"Lábrea (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1302504";"Manacapuru (AM)";"De 200 a menos de 500 ha";"-";"X";"-"
"1302504";"Manacapuru (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1302504";"Manacapuru (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1302504";"Manacapuru (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1302504";"Manacapuru (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1302553";"Manaquiri (AM)";"De 200 a menos de 500 ha";"-";"14";"-"
"1302553";"Manaquiri (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1302553";"Manaquiri (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1302553";"Manaquiri (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1302553";"Manaquiri (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1302603";"Manaus (AM)";"De 200 a menos de 500 ha";"-";"-";"-"
"1302603";"Manaus (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1302603";"Manaus (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1302603";"Manaus (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1302603";"Manaus (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1302702";"Manicoré (AM)";"De 200 a menos de 500 ha";"-";"37";"-"
"1302702";"Manicoré (AM)";"De 500 a menos de 1.000 ha";"-";"2";"-"
"1302702";"Manicoré (AM)";"De 1.000 a menos de 2.500 ha";"-";"2";"-"
"1302702";"Manicoré (AM)";"De 2.500 a menos de 10.000 ha";"-";"X";"-"
"1302702";"Manicoré (AM)";"De 10.000 ha e mais";"-";"X";"-"
"1302801";"Maraã (AM)";"De 200 a menos de 500 ha";"-";"-";"-"
"1302801";"Maraã (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1302801";"Maraã (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1302801";"Maraã (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1302801";"Maraã (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1302900";"Maués (AM)";"De 200 a menos de 500 ha";"-";"1";"-"
"1302900";"Maués (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1302900";"Maués (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1302900";"Maués (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1302900";"Maués (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1303007";"Nhamundá (AM)";"De 200 a menos de 500 ha";"-";"-";"-"
"1303007";"Nhamundá (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1303007";"Nhamundá (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1303007";"Nhamundá (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1303007";"Nhamundá (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1303106";"Nova Olinda do Norte (AM)";"De 200 a menos de 500 ha";"-";"-";"-"
"1303106";"Nova Olinda do Norte (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1303106";"Nova Olinda do Norte (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1303106";"Nova Olinda do Norte (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1303106";"Nova Olinda do Norte (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1303205";"Novo Airão (AM)";"De 200 a menos de 500 ha";"-";"-";"-"
"1303205";"Novo Airão (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1303205";"Novo Airão (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1303205";"Novo Airão (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1303205";"Novo Airão (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1303304";"Novo Aripuanã (AM)";"De 200 a menos de 500 ha";"-";"X";"-"
"1303304";"Novo Aripuanã (AM)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"1303304";"Novo Aripuanã (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1303304";"Novo Aripuanã (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1303304";"Novo Aripuanã (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1303403";"Parintins (AM)";"De 200 a menos de 500 ha";"-";"X";"-"
"1303403";"Parintins (AM)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"1303403";"Parintins (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1303403";"Parintins (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1303403";"Parintins (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1303502";"Pauini (AM)";"De 200 a menos de 500 ha";"-";"-";"-"
"1303502";"Pauini (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1303502";"Pauini (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1303502";"Pauini (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1303502";"Pauini (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1303536";"Presidente Figueiredo (AM)";"De 200 a menos de 500 ha";"-";"-";"-"
"1303536";"Presidente Figueiredo (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1303536";"Presidente Figueiredo (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1303536";"Presidente Figueiredo (AM)";"De 2.500 a menos de 10.000 ha";"-";"X";"-"
"1303536";"Presidente Figueiredo (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1303569";"Rio Preto da Eva (AM)";"De 200 a menos de 500 ha";"-";"X";"-"
"1303569";"Rio Preto da Eva (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1303569";"Rio Preto da Eva (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1303569";"Rio Preto da Eva (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1303569";"Rio Preto da Eva (AM)";"De 10.000 ha e mais";"-";"-";"-"
"1303601";"Santa Isabel do Rio Negro (AM)";"De 200 a menos de 500 ha";"-";"-";"-"
"1303601";"Santa Isabel do Rio Negro (AM)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"1303601";"Santa Isabel do Rio Negro (AM)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"1303601";"Santa Isabel do Rio Negro (AM)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"1303601";"Santa Isabel do Rio Negro (AM)";"De 10.000 ha e mais";"-";"-";"-"
