"id_municipio","muni","acessos_2019","pop_resid_estimada_2019","acessos_cada_100_mil_hab","class_acessos_100mil_2019"
1704600,"Chapada de Areia (TO)",3194,1406,227169.274537696,"Baixo"
1705102,"Chapada da Natividade (TO)",9488,3333,284668.466846685,"Médio Baixo"
1705508,"Colinas do Tocantins (TO)",233403,35424,658883.807588076,"Alto"
1705557,"Combinado (TO)",24144,4852,497609.233305853,"Alto"
1705607,"Conceição do Tocantins (TO)",15084,4105,367454.323995128,"Médio Alto"
1706001,"Couto Magalhães (TO)",18706,5588,334753.042233357,"Médio Baixo"
1706100,"Cristalândia (TO)",40808,7289,559857.319248182,"Alto"
1706258,"Crixás do Tocantins (TO)",6992,1722,406039.488966318,"Médio Alto"
1706506,"Darcinópolis (TO)",23331,6097,382663.605051665,"Médio Alto"
1707009,"Dianópolis (TO)",111083,22139,501752.563349745,"Alto"
1707108,"Divinópolis do Tocantins (TO)",33699,6900,488391.304347826,"Médio Alto"
1707207,"Dois Irmãos do Tocantins (TO)",22026,7198,306001.667129758,"Médio Baixo"
1707306,"Dueré (TO)",19482,4686,415749.039692702,"Médio Alto"
1707405,"Esperantina (TO)",21065,10996,191569.661695162,"Baixo"
1707553,"Fátima (TO)",22780,3835,594002.60756193,"Alto"
1707652,"Figueirópolis (TO)",30127,5263,572430.172905187,"Alto"
1707702,"Filadélfia (TO)",22887,8856,258434.959349593,"Médio Baixo"
1708205,"Formoso do Araguaia (TO)",95648,18440,518698.481561822,"Alto"
1708254,"Fortaleza do Tabocão (TO)",23570,2589,910390.11201236,"Muito Alto"
1708304,"Goianorte (TO)",21265,5123,415088.815147375,"Médio Alto"
1709005,"Goiatins (TO)",36139,13019,277586.604193871,"Médio Baixo"
1709302,"Guaraí (TO)",186831,25923,720715.195000579,"Muito Alto"
1709500,"Gurupi (TO)",724288,86647,835906.609576789,"Muito Alto"
1709807,"Ipueiras (TO)",5885,2015,292059.553349876,"Médio Baixo"
1710508,"Itacajá (TO)",33378,7433,449051.526974304,"Médio Alto"
1710706,"Itaguatins (TO)",17359,5864,296026.603001364,"Médio Baixo"
1710904,"Itapiratins (TO)",10290,3777,272438.443208896,"Médio Baixo"
1711100,"Itaporã do Tocantins (TO)",11884,2427,489658.014009065,"Médio Alto"
1711506,"Jaú do Tocantins (TO)",13021,3849,338295.661210704,"Médio Alto"
1711803,"Juarina (TO)",12461,2193,568217.054263566,"Alto"
1711902,"Lagoa da Confusão (TO)",55252,13357,413655.761024182,"Médio Alto"
1711951,"Lagoa do Tocantins (TO)",12810,4316,296802.594995366,"Médio Baixo"
1712009,"Lajeado (TO)",22038,3134,703190.810465858,"Muito Alto"
1712157,"Lavandeira (TO)",5224,1923,271658.866354654,"Médio Baixo"
1712405,"Lizarda (TO)",9886,3740,264331.550802139,"Médio Baixo"
1712454,"Luzinópolis (TO)",10910,3108,351029.601029601,"Médio Alto"
1712504,"Marianópolis do Tocantins (TO)",20124,5175,388869.565217391,"Médio Alto"
1712702,"Mateiros (TO)",9310,2684,346870.342771982,"Médio Alto"
1712801,"Maurilândia do Tocantins (TO)",11261,3426,328692.352597782,"Médio Baixo"
1713205,"Miracema do Tocantins (TO)",116413,18248,637949.364313897,"Alto"
1713304,"Miranorte (TO)",87342,13434,650156.319785619,"Alto"
1713601,"Monte do Carmo (TO)",17894,7947,225166.729583491,"Baixo"
1713700,"Monte Santo do Tocantins (TO)",7318,2279,321105.748135147,"Médio Baixo"
1713809,"Palmeiras do Tocantins (TO)",18345,6658,275533.193151096,"Médio Baixo"
1713957,"Muricilândia (TO)",12136,3551,341762.883694734,"Médio Alto"
1714203,"Natividade (TO)",47333,9244,512040.242319342,"Alto"
1714302,"Nazaré (TO)",13969,3898,358363.263211904,"Médio Alto"
1714880,"Nova Olinda (TO)",54829,11819,463905.575767831,"Médio Alto"
1715002,"Nova Rosalândia (TO)",16337,4260,383497.65258216,"Médio Alto"
1715101,"Novo Acordo (TO)",19302,4342,444541.685859051,"Médio Alto"
1715150,"Novo Alegre (TO)",8099,2332,347298.45626072,"Médio Alto"
1715259,"Novo Jardim (TO)",8147,2722,299301.983835415,"Médio Baixo"
1715507,"Oliveira de Fátima (TO)",5438,1112,489028.776978417,"Médio Alto"
1715705,"Palmeirante (TO)",11980,6026,198805.17756389,"Baixo"
1715754,"Palmeirópolis (TO)",41128,7659,536989.16307612,"Alto"
1716109,"Paraíso do Tocantins (TO)",419981,51252,819443.143682198,"Muito Alto"
1716208,"Paranã (TO)",45388,10449,434376.495358407,"Médio Alto"
1716307,"Pau D'Arco (TO)",6163,4849,127098.370798103,"Muito Baixo"
1716505,"Pedro Afonso (TO)",99753,13578,734666.37207247,"Muito Alto"
1716604,"Peixe (TO)",36528,11749,310903.055579198,"Médio Baixo"
1716653,"Pequizeiro (TO)",19490,5477,355851.743655286,"Médio Alto"
1716703,"Colméia (TO)",51401,8205,626459.475929311,"Alto"
1717008,"Pindorama do Tocantins (TO)",16133,4447,362783.899257927,"Médio Alto"
1717206,"Piraquê (TO)",9624,3028,317833.553500661,"Médio Baixo"
1717503,"Pium (TO)",25905,7654,338450.483407369,"Médio Alto"
1717800,"Ponte Alta do Bom Jesus (TO)",13498,4596,293690.165361184,"Médio Baixo"
1717909,"Ponte Alta do Tocantins (TO)",26327,8039,327490.981465356,"Médio Baixo"
1718006,"Porto Alegre do Tocantins (TO)",10054,3139,320293.086970373,"Médio Baixo"
1718204,"Porto Nacional (TO)",422237,53010,796523.297491039,"Muito Alto"
1718303,"Praia Norte (TO)",17580,8432,208491.461100569,"Baixo"
1718402,"Presidente Kennedy (TO)",16969,3684,460613.463626493,"Médio Alto"
1718451,"Pugmil (TO)",10775,2688,400855.654761905,"Médio Alto"
1718501,"Recursolândia (TO)",9791,4293,228068.949452597,"Baixo"
1718550,"Riachinho (TO)",12492,4645,268934.337997847,"Médio Baixo"
1718659,"Rio da Conceição (TO)",6416,2130,301220.657276995,"Médio Baixo"
1718709,"Rio dos Bois (TO)",9778,2834,345024.700070572,"Médio Alto"
1718758,"Rio Sono (TO)",13232,6478,204260.574251312,"Baixo"
1718808,"Sampaio (TO)",12916,4711,274166.843557631,"Médio Baixo"
1718840,"Sandolândia (TO)",15066,3375,446400,"Médio Alto"
1718865,"Santa Fé do Araguaia (TO)",30730,7512,409078.807241747,"Médio Alto"
1718881,"Santa Maria do Tocantins (TO)",9841,3434,286575.422248107,"Médio Baixo"
1718899,"Santa Rita do Tocantins (TO)",8758,2365,370317.124735729,"Médio Alto"
1718907,"Santa Rosa do Tocantins (TO)",19517,4829,404162.352453924,"Médio Alto"
1719004,"Santa Tereza do Tocantins (TO)",10744,2866,374877.878576413,"Médio Alto"
1720002,"Santa Terezinha do Tocantins (TO)",6990,2529,276393.831553974,"Médio Baixo"
1720101,"São Bento do Tocantins (TO)",16607,5324,311927.122464313,"Médio Baixo"
1720150,"São Félix do Tocantins (TO)",5215,1585,329022.082018927,"Médio Baixo"
1720200,"São Miguel do Tocantins (TO)",18292,12139,150687.865557295,"Muito Baixo"
1720259,"São Salvador do Tocantins (TO)",9800,3082,317975.340687865,"Médio Baixo"
1720309,"São Sebastião do Tocantins (TO)",11540,4805,240166.493236212,"Baixo"
1720499,"São Valério (TO)",20123,3960,508156.565656566,"Alto"
1720655,"Silvanópolis (TO)",29077,5403,538163.982972423,"Alto"
1720804,"Sítio Novo do Tocantins (TO)",35214,9029,390009.967881271,"Médio Alto"
1720853,"Sucupira (TO)",9160,1966,465920.651068159,"Médio Alto"
1720903,"Taguatinga (TO)",60672,16683,363675.597914044,"Médio Alto"
1720937,"Taipas do Tocantins (TO)",6699,2148,311871.508379888,"Médio Baixo"
1720978,"Talismã (TO)",14872,2793,532474.042248478,"Alto"
1721000,"Palmas (TO)",4651855,299127,1555143.80179656,"Muito Alto"
1721109,"Tocantínia (TO)",25620,7545,339562.624254473,"Médio Alto"
1721208,"Tocantinópolis (TO)",104100,22870,455181.460428509,"Médio Alto"
1721257,"Tupirama (TO)",5061,1891,267636.171337916,"Médio Baixo"
1721307,"Tupiratins (TO)",10453,2671,391351.553725197,"Médio Alto"
1722081,"Wanderlândia (TO)",35665,11683,305272.618334332,"Médio Baixo"
1722107,"Xambioá (TO)",60519,11540,524428.076256499,"Alto"
2100055,"Açailândia (MA)",644808,112445,573443.016585886,"Alto"
2100204,"Alcântara (MA)",53780,22097,243381.454496085,"Médio Baixo"
2100402,"Altamira do Maranhão (MA)",20876,8128,256840.551181102,"Médio Baixo"
2100436,"Alto Alegre do Maranhão (MA)",71459,27053,264144.457176653,"Médio Baixo"
2100477,"Alto Alegre do Pindaré (MA)",61259,31919,191920.172937749,"Baixo"
2100501,"Alto Parnaíba (MA)",29753,11190,265889.186773905,"Médio Baixo"
2100550,"Amapá do Maranhão (MA)",20878,6962,299885.090491238,"Médio Baixo"
2100600,"Amarante do Maranhão (MA)",96439,41435,232747.67708459,"Baixo"
2100709,"Anajatuba (MA)",53908,26803,201126.739544081,"Baixo"
2100832,"Apicum-Açu (MA)",18263,17239,105940.019722722,"Muito Baixo"
2100873,"Araguanã (MA)",24292,15426,157474.393880462,"Muito Baixo"
2100956,"Arame (MA)",75068,32701,229558.729090853,"Baixo"
2101004,"Arari (MA)",111450,29848,373391.852050389,"Médio Alto"
2101103,"Axixá (MA)",37520,12130,309315.746084089,"Médio Baixo"
2101202,"Bacabal (MA)",639735,104949,609567.504216334,"Alto"
2101251,"Bacabeira (MA)",55475,17055,325271.181471709,"Médio Baixo"
2101301,"Bacuri (MA)",37292,18582,200688.83866107,"Baixo"
2101350,"Bacurituba (MA)",12901,5644,228579.021970234,"Baixo"
2101400,"Balsas (MA)",688821,94887,725938.221252648,"Muito Alto"
2101608,"Barra do Corda (MA)",354599,88212,401984.990704213,"Médio Alto"
2101772,"Bela Vista do Maranhão (MA)",37264,11209,332447.140690517,"Médio Baixo"
2101806,"Benedito Leite (MA)",4266,5632,75745.7386363636,"Muito Baixo"
2101905,"Bequimão (MA)",44726,21280,210178.571428571,"Baixo"
2101939,"Bernardo do Mearim (MA)",14342,6043,237332.450769485,"Baixo"
2101970,"Boa Vista do Gurupi (MA)",24255,9287,261171.530095833,"Médio Baixo"
2102002,"Bom Jardim (MA)",114713,41630,275553.687244775,"Médio Baixo"
2102036,"Bom Jesus das Selvas (MA)",91384,34028,268555.307393911,"Médio Baixo"
2102077,"Bom Lugar (MA)",24124,16294,148054.498588437,"Muito Baixo"
2102150,"Brejo de Areia (MA)",15687,9188,170733.565520244,"Muito Baixo"
2102309,"Buriti Bravo (MA)",69263,23884,289997.48785798,"Médio Baixo"
2102325,"Buriticupu (MA)",204636,72358,282810.470162249,"Médio Baixo"
2102358,"Buritirana (MA)",27505,15430,178256.642903435,"Muito Baixo"
2102374,"Cachoeira Grande (MA)",16852,9431,178687.307814654,"Baixo"
2102408,"Cajapió (MA)",28797,11177,257645.164176434,"Médio Baixo"
2102507,"Cajari (MA)",28807,19379,148650.601166211,"Muito Baixo"
2102556,"Campestre do Maranhão (MA)",55308,14374,384778.071518019,"Médio Alto"
2102606,"Cândido Mendes (MA)",42945,20178,212830.80582813,"Baixo"
2102705,"Cantanhede (MA)",46777,21995,212671.06160491,"Baixo"
2102754,"Capinzal do Norte (MA)",28119,10934,257170.294494238,"Médio Baixo"
2102804,"Carolina (MA)",86956,24322,357519.940794343,"Médio Alto"
2102903,"Carutapera (MA)",61742,23807,259343.890452388,"Médio Baixo"
2103000,"Caxias (MA)",768502,164880,466097.768073751,"Médio Alto"
2103109,"Cedral (MA)",26467,10675,247934.426229508,"Médio Baixo"
2103125,"Central do Maranhão (MA)",16433,8673,189473.07736654,"Baixo"
2103158,"Centro do Guilherme (MA)",30073,13458,223458.16614653,"Baixo"
2103174,"Centro Novo do Maranhão (MA)",33225,21622,153662.935898622,"Muito Baixo"
2103257,"Cidelândia (MA)",46524,14697,316554.39885691,"Médio Baixo"
2103307,"Codó (MA)",410218,122859,333893.324868345,"Médio Baixo"
2103505,"Colinas (MA)",163692,41178,397522.949147603,"Médio Alto"
2103554,"Conceição do Lago-Açu (MA)",28031,16237,172636.570795098,"Muito Baixo"
2103604,"Coroatá (MA)",208470,65296,319269.174222004,"Médio Baixo"
2103703,"Cururupu (MA)",95452,32695,291946.780853342,"Médio Baixo"
2103752,"Davinópolis (MA)",54994,12908,426045.863030679,"Médio Alto"
2103802,"Dom Pedro (MA)",96770,23350,414432.548179872,"Médio Alto"
2104008,"Esperantinópolis (MA)",67945,17241,394089.669972739,"Médio Alto"
2104057,"Estreito (MA)",164334,41946,391775.139465026,"Médio Alto"
2104073,"Feira Nova do Maranhão (MA)",19036,8504,223847.601128881,"Baixo"
2104081,"Fernando Falcão (MA)",9264,10360,89420.8494208494,"Muito Baixo"
2104099,"Formosa da Serra Negra (MA)",39583,19089,207360.259835507,"Baixo"
2104107,"Fortaleza dos Nogueiras (MA)",49780,12631,394109.730029293,"Médio Alto"
2104206,"Fortuna (MA)",40822,15552,262487.139917695,"Médio Baixo"
2104305,"Godofredo Viana (MA)",27367,11819,231550.89263051,"Baixo"
2104404,"Gonçalves Dias (MA)",46388,17934,258659.529385525,"Médio Baixo"
2104503,"Governador Archer (MA)",28515,10840,263053.505535055,"Médio Baixo"
2104552,"Governador Edison Lobão (MA)",65188,18296,356296.458242239,"Médio Alto"
2104602,"Governador Eugênio Barros (MA)",36704,16828,218112.669360589,"Baixo"
2104628,"Governador Luiz Rocha (MA)",16029,7807,205315.742282567,"Baixo"
2104651,"Governador Newton Bello (MA)",23123,10180,227141.453831041,"Baixo"
2104677,"Governador Nunes Freire (MA)",84498,25577,330367.126715408,"Médio Baixo"
2104701,"Graça Aranha (MA)",14474,6262,231140.210795273,"Baixo"
2104800,"Grajaú (MA)",261376,69527,375934.529031887,"Médio Alto"
2104909,"Guimarães (MA)",39273,12030,326458.85286783,"Médio Baixo"
2105104,"Icatu (MA)",49672,27113,183203.629255339,"Baixo"
2105153,"Igarapé do Meio (MA)",39418,14177,278041.89885025,"Médio Baixo"
2105203,"Igarapé Grande (MA)",38824,11320,342968.197879859,"Médio Alto"
2105302,"Imperatriz (MA)",5135648,258682,1985313.24174082,"Muito Alto"
2105351,"Itaipava do Grajaú (MA)",28515,16057,177586.099520458,"Muito Baixo"
2105401,"Itapecuru Mirim (MA)",250307,68203,367002.917760216,"Médio Alto"
2105427,"Itinga do Maranhão (MA)",102349,26000,393650,"Médio Alto"
2105450,"Jatobá (MA)",11262,10153,110922.879936964,"Muito Baixo"
2105476,"Jenipapo dos Vieiras (MA)",18054,16515,109318.801089918,"Muito Baixo"
2105500,"João Lisboa (MA)",111493,23632,471788.253215978,"Médio Alto"
2105609,"Joselândia (MA)",36954,16168,228562.592775854,"Baixo"
2105658,"Junco do Maranhão (MA)",16255,3432,473630.536130536,"Médio Alto"
2105708,"Lago da Pedra (MA)",205694,50266,409210.997493335,"Médio Alto"
2105807,"Lago do Junco (MA)",24926,10840,229944.649446494,"Baixo"
2105906,"Lago Verde (MA)",42067,16257,258762.379282771,"Médio Baixo"
2105948,"Lago dos Rodrigues (MA)",26436,8873,297937.563394568,"Médio Baixo"
2105963,"Lagoa Grande do Maranhão (MA)",28256,11394,247990.170265052,"Médio Baixo"
2105989,"Lajeado Novo (MA)",23878,7550,316264.900662252,"Médio Baixo"
2106003,"Lima Campos (MA)",38538,11893,324039.350878668,"Médio Baixo"
2106102,"Loreto (MA)",35592,12157,292769.597762606,"Médio Baixo"
2106201,"Luís Domingues (MA)",21988,6951,316328.585814991,"Médio Baixo"
2106326,"Maracaçumé (MA)",78077,21395,364931.058658565,"Médio Alto"
2106359,"Marajá do Sena (MA)",8288,7792,106365.503080082,"Muito Baixo"
2106375,"Maranhãozinho (MA)",72967,16265,448613.587457731,"Médio Alto"
2106508,"Matinha (MA)",62391,23370,266970.474967908,"Médio Baixo"
2106631,"Matões do Norte (MA)",17974,16745,107339.504329651,"Muito Baixo"
2106706,"Mirador (MA)",53632,21015,255208.184630026,"Médio Baixo"
2106755,"Miranda do Norte (MA)",91597,28381,322740.565871534,"Médio Baixo"
2106805,"Mirinzal (MA)",53916,14962,360352.893998129,"Médio Alto"
2106904,"Monção (MA)",63628,33434,190309.26601663,"Baixo"
2107001,"Montes Altos (MA)",32799,9160,358067.68558952,"Médio Alto"
2107100,"Morros (MA)",51151,19433,263217.20784233,"Médio Baixo"
2107258,"Nova Colinas (MA)",14518,5384,269650.817236256,"Médio Baixo"
2107308,"Nova Iorque (MA)",9014,4683,192483.450779415,"Baixo"
2107357,"Nova Olinda do Maranhão (MA)",54086,20928,258438.455657492,"Médio Baixo"
2107407,"Olho d'Água das Cunhãs (MA)",14660,19505,75160.2153294027,"Muito Baixo"
2107456,"Olinda Nova do Maranhão (MA)",32738,14701,222692.33385484,"Baixo"
2107506,"Paço do Lumiar (MA)",764779,122197,625857.426941742,"Alto"
2107605,"Palmeirândia (MA)",35293,19722,178952.43890072,"Baixo"
2107704,"Paraibano (MA)",81696,21386,382006.920415225,"Médio Alto"
2108009,"Pastos Bons (MA)",64239,19472,329904.478225144,"Médio Baixo"
2108108,"Paulo Ramos (MA)",59715,21040,283816.539923954,"Médio Baixo"
2108207,"Pedreiras (MA)",258204,39229,658196.742206021,"Alto"
2108256,"Pedro do Rosário (MA)",33152,25144,131848.55233853,"Muito Baixo"
2108306,"Penalva (MA)",70973,38470,184489.212373278,"Baixo"
2108405,"Peri Mirim (MA)",27523,14318,192226.567956418,"Baixo"
2108454,"Peritoró (MA)",47345,23196,204108.466977065,"Baixo"
2108504,"Pindaré-Mirim (MA)",61544,32941,186831.000880362,"Baixo"
2108603,"Pinheiro (MA)",462245,83387,554337.006967513,"Alto"
2108702,"Pio XII (MA)",70028,21485,325939.027228299,"Médio Baixo"
2108801,"Pirapemas (MA)",37550,18625,201610.738255034,"Baixo"
2108900,"Poção de Pedras (MA)",55477,17873,310395.568734963,"Médio Baixo"
2109007,"Porto Franco (MA)",122839,23885,514293.489637848,"Alto"
2109056,"Porto Rico do Maranhão (MA)",11297,5975,189071.129707113,"Baixo"
2109106,"Presidente Dutra (MA)",236206,47804,494113.46330851,"Médio Alto"
2109205,"Presidente Juscelino (MA)",29821,12734,234184.074132244,"Baixo"
2109239,"Presidente Médici (MA)",20347,7015,290049.893086244,"Médio Baixo"
2109270,"Presidente Sarney (MA)",26019,18918,137535.680304472,"Muito Baixo"
2109304,"Presidente Vargas (MA)",23993,11193,214357.187527919,"Baixo"
2109452,"Raposa (MA)",181532,30761,590136.861610481,"Alto"
2109502,"Riachão (MA)",73554,20195,364218.866055954,"Médio Alto"
2109551,"Ribamar Fiquene (MA)",28248,7791,362572.198690797,"Médio Alto"
2109601,"Rosário (MA)",157793,42740,369192.793635938,"Médio Alto"
2109700,"Sambaíba (MA)",15129,5671,266778.345970728,"Médio Baixo"
2109759,"Santa Filomena do Maranhão (MA)",11175,7773,143766.885372443,"Muito Baixo"
2109809,"Santa Helena (MA)",104564,42130,248193.686209352,"Médio Baixo"
2109908,"Santa Inês (MA)",534537,89044,600306.590000449,"Alto"
2110005,"Santa Luzia (MA)",206018,72667,283509.708671061,"Médio Baixo"
2110039,"Santa Luzia do Paruá (MA)",105991,25254,419699.849528788,"Médio Alto"
2110203,"Santa Rita (MA)",124754,37855,329557.522123894,"Médio Baixo"
2110302,"Santo Antônio dos Lopes (MA)",45240,14528,311398.678414097,"Médio Baixo"
2110500,"São Bento (MA)",131255,45211,290316.51589215,"Médio Baixo"
2110658,"São Domingos do Azeitão (MA)",22922,7392,310091.991341991,"Médio Baixo"
2110708,"São Domingos do Maranhão (MA)",107540,34376,312834.535722597,"Médio Baixo"
2110807,"São Félix de Balsas (MA)",12312,4585,268527.808069793,"Médio Baixo"
2110856,"São Francisco do Brejão (MA)",33637,11798,285107.645363621,"Médio Baixo"
2111003,"São João Batista (MA)",44203,20665,213902.734091459,"Baixo"
2111029,"São João do Carú (MA)",29655,15808,187594.888663968,"Baixo"
2111052,"São João do Paraíso (MA)",38155,11177,341370.671915541,"Médio Alto"
2111078,"São João do Soter (MA)",22547,18543,121593.053982635,"Muito Baixo"
2111201,"São José de Ribamar (MA)",1265557,177687,712239.499794583,"Muito Alto"
2111250,"São José dos Basílios (MA)",13434,7641,175814.683941892,"Muito Baixo"
2111300,"São Luís (MA)",14225170,1101884,1290986.16551289,"Muito Alto"
2111409,"São Luís Gonzaga do Maranhão (MA)",53596,18856,284238.438693254,"Médio Baixo"
2111508,"São Mateus do Maranhão (MA)",161642,41529,389226.805364926,"Médio Alto"
2111532,"São Pedro da Água Branca (MA)",44320,12690,349251.379038613,"Médio Alto"
2111573,"São Pedro dos Crentes (MA)",17381,4668,372343.616109683,"Médio Alto"
2111607,"São Raimundo das Mangabeiras (MA)",78779,18868,417527.02989188,"Médio Alto"
2111631,"São Raimundo do Doca Bezerra (MA)",10611,5237,202616.001527592,"Baixo"
2111672,"São Roberto (MA)",10333,6719,153787.766036613,"Muito Baixo"
2111706,"São Vicente Ferrer (MA)",50227,22247,225769.766710118,"Baixo"
2111722,"Satubinha (MA)",17500,13914,125772.603133535,"Muito Baixo"
2111748,"Senador Alexandre Costa (MA)",20465,11141,183690.871555516,"Baixo"
2111763,"Senador La Rocque (MA)",61538,14293,430546.421325124,"Médio Alto"
2111789,"Serrano do Maranhão (MA)",12118,10253,118189.798107871,"Muito Baixo"
2111805,"Sítio Novo (MA)",47243,18081,261285.327138986,"Médio Baixo"
2111904,"Sucupira do Norte (MA)",22481,10636,211367.055283941,"Baixo"
2112001,"Tasso Fragoso (MA)",27381,8521,321335.523999531,"Médio Baixo"
2112100,"Timbiras (MA)",60268,29124,206935.860458728,"Baixo"
2112233,"Trizidela do Vale (MA)",70868,21998,322156.559687244,"Médio Baixo"
2112274,"Tufilândia (MA)",14636,5840,250616.438356164,"Médio Baixo"
2112308,"Tuntum (MA)",93191,41832,222774.431057564,"Baixo"
2112407,"Turiaçu (MA)",64180,35604,180260.644871363,"Baixo"
2112456,"Turilândia (MA)",54443,25619,212510.246301573,"Baixo"
2112704,"Vargem Grande (MA)",114194,56510,202077.508405592,"Baixo"
2112803,"Viana (MA)",194159,52441,370242.748994108,"Médio Alto"
2112852,"Vila Nova dos Martírios (MA)",28618,13392,213694.743130227,"Baixo"
2112902,"Vitória do Mearim (MA)",103829,32764,316899.645952875,"Médio Baixo"
2113009,"Vitorino Freire (MA)",106465,31523,337737.524981759,"Médio Alto"
2114007,"Zé Doca (MA)",209570,51714,405248.095293344,"Médio Alto"
5100102,"Acorizal (MT)",26476,5399,490387.108723838,"Médio Alto"
5100201,"Água Boa (MT)",185571,25721,721476.614439563,"Muito Alto"
5100250,"Alta Floresta (MT)",495367,51782,956639.372755011,"Muito Alto"
5100300,"Alto Araguaia (MT)",104218,19044,547248.47721067,"Alto"
5100359,"Alto Boa Vista (MT)",35135,6822,515024.919378481,"Alto"
5100409,"Alto Garças (MT)",81509,12030,677547.797173732,"Alto"
5100508,"Alto Paraguai (MT)",39895,11356,351312.081718915,"Médio Alto"
5100607,"Alto Taquari (MT)",65372,10847,602673.550290403,"Alto"
5100805,"Apiacás (MT)",46966,10133,463495.509720715,"Médio Alto"
5101001,"Araguaiana (MT)",23686,3100,764064.516129032,"Muito Alto"
5101209,"Araguainha (MT)",4619,935,494010.695187166,"Médio Alto"
5101258,"Araputanga (MT)",108867,16822,647170.372131732,"Alto"
5101308,"Arenápolis (MT)",77383,9607,805485.58342875,"Muito Alto"
5101407,"Aripuanã (MT)",107695,22354,481770.600339984,"Médio Alto"
5101605,"Barão de Melgaço (MT)",20117,8564,234901.914992994,"Baixo"
5101704,"Barra do Bugres (MT)",234734,34966,671320.711548361,"Alto"
5101803,"Barra do Garças (MT)",1211403,61012,1985515.96407264,"Muito Alto"
5101852,"Bom Jesus do Araguaia (MT)",40897,6580,621534.954407295,"Alto"
5101902,"Brasnorte (MT)",83423,19695,423574.511297284,"Médio Alto"
5102504,"Cáceres (MT)",651726,94376,690563.278799695,"Muito Alto"
5102603,"Campinápolis (MT)",41856,15980,261927.409261577,"Médio Baixo"
5102637,"Campo Novo do Parecis (MT)",270065,35360,763758.484162896,"Muito Alto"
5102678,"Campo Verde (MT)",312501,44041,709568.356758475,"Muito Alto"
5102686,"Campos de Júlio (MT)",57787,6891,838586.562182557,"Muito Alto"
5102694,"Canabrava do Norte (MT)",25658,4743,540965.633565254,"Alto"
5102702,"Canarana (MT)",148836,21579,689726.122619213,"Muito Alto"
5102793,"Carlinda (MT)",58944,10305,571994.177583697,"Alto"
5102850,"Castanheira (MT)",34056,8729,390147.783251232,"Médio Alto"
5103007,"Chapada dos Guimarães (MT)",112745,19752,570802.956662616,"Alto"
5103056,"Cláudia (MT)",74288,12149,611474.195407029,"Alto"
5103106,"Cocalinho (MT)",20934,5700,367263.157894737,"Médio Alto"
5103205,"Colíder (MT)",264271,33438,790331.359531072,"Muito Alto"
5103254,"Colniza (MT)",108978,38582,282458.141102068,"Médio Baixo"
5103304,"Comodoro (MT)",129210,20763,622308.914896691,"Alto"
5103353,"Confresa (MT)",197870,30933,639672.841302169,"Alto"
5103361,"Conquista D'Oeste (MT)",13334,4038,330212.976721149,"Médio Baixo"
5103379,"Cotriguaçu (MT)",40887,19750,207022.784810127,"Baixo"
5103403,"Cuiabá (MT)",9281028,612547,1515153.61270237,"Muito Alto"
5103437,"Curvelândia (MT)",29153,5219,558593.600306572,"Alto"
5103452,"Denise (MT)",52059,9462,550190.234622701,"Alto"
5103502,"Diamantino (MT)",168546,22041,764693.072002178,"Muito Alto"
5103601,"Dom Aquino (MT)",42391,8178,518354.120811934,"Alto"
5103700,"Feliz Natal (MT)",58636,14192,413162.344983089,"Médio Alto"
5103809,"Figueirópolis D'Oeste (MT)",19295,3494,552232.398397252,"Alto"
5103858,"Gaúcha do Norte (MT)",30001,7648,392272.489539749,"Médio Alto"
5103908,"General Carneiro (MT)",18804,5540,339422.38267148,"Médio Alto"
5103957,"Glória D'Oeste (MT)",12642,3026,417779.246530073,"Médio Alto"
5104104,"Guarantã do Norte (MT)",212610,35816,593617.377708287,"Alto"
5104203,"Guiratinga (MT)",61251,15141,404537.348920151,"Médio Alto"
5104500,"Indiavaí (MT)",9127,2752,331649.709302326,"Médio Baixo"
5104526,"Ipiranga do Norte (MT)",32442,7667,423138.124429373,"Médio Alto"
5104542,"Itanhangá (MT)",42350,6737,628618.079263767,"Alto"
5104559,"Itaúba (MT)",32210,3802,847185.691741189,"Muito Alto"
5104609,"Itiquira (MT)",46966,13345,351937.055076808,"Médio Alto"
5104807,"Jaciara (MT)",221712,27776,798214.285714286,"Muito Alto"
5104906,"Jangada (MT)",33982,8409,404114.639077179,"Médio Alto"
5105002,"Jauru (MT)",55179,8793,627533.265097236,"Alto"
5105101,"Juara (MT)",267377,34974,764502.201635501,"Muito Alto"
5105150,"Juína (MT)",326533,40997,796480.230260751,"Muito Alto"
5105176,"Juruena (MT)",58856,15865,370980.144973211,"Médio Alto"
5105200,"Juscimeira (MT)",58080,11221,517600.926833616,"Alto"
5105234,"Lambari D'Oeste (MT)",24877,6121,406420.519522954,"Médio Alto"
5105259,"Lucas do Rio Verde (MT)",566027,65534,863715.018158513,"Muito Alto"
5105309,"Luciara (MT)",14501,2077,698170.438131921,"Muito Alto"
5105507,"Vila Bela da Santíssima Trindade (MT)",41539,16128,257558.283730159,"Médio Baixo"
5105580,"Marcelândia (MT)",79592,10499,758091.246785408,"Muito Alto"
5105606,"Matupá (MT)",123132,16566,743281.419775444,"Muito Alto"
5105622,"Mirassol d'Oeste (MT)",191823,27739,691528.173329969,"Muito Alto"
5105903,"Nobres (MT)",114371,15336,745768.127282212,"Muito Alto"
5106000,"Nortelândia (MT)",39998,5989,667857.739188512,"Alto"
