"","cod","nome_muni","uf","pib_per_capita_corrente_2017","ativ_maior_vab_2017","ativ_segundo_maior_vab_2017","ativ_terceiro_maior_vab_2017","ibge_gini_2010","class_pib_per_capita_2017","class_ibge_gini_2010"
"132",1101203,"Ministro Andreazza","RO",20286.44,"Administração, defesa, educação e saúde públicas e seguridade social","Agricultura, inclusive apoio à agricultura e a pós colheita","Pecuária, inclusive apoio à pecuária",0.5588,"Médio Alto","Médio Baixo"
"133",1101302,"Mirante da Serra","RO",17327.2,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.6102,"Médio Alto","Alto"
"134",1200104,"Brasiléia","AC",15663.67,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5945,"Médio Alto","Médio Alto"
"135",1200450,"Senador Guiomard","AC",16692.58,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.559,"Médio Alto","Médio Baixo"
"136",1200500,"Sena Madureira","AC",11602.31,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5485,"Médio Baixo","Médio Baixo"
"137",1300706,"Boca do Acre","AM",10668.3,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.6427,"Médio Baixo","Muito Alto"
"138",1400175,"Cantá","RR",14684.91,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.6673,"Médio Alto","Muito Alto"
"139",1400233,"Caroebe","RR",17175.63,"Administração, defesa, educação e saúde públicas e seguridade social","Agricultura, inclusive apoio à agricultura e a pós colheita","Pecuária, inclusive apoio à pecuária",0.5549,"Médio Alto","Médio Baixo"
"140",1400308,"Mucajaí","RR",17804.2,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.7061,"Médio Alto","Muito Alto"
"141",1400605,"São Luiz","RR",15710.68,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5895,"Médio Alto","Médio Alto"
"142",1500131,"Abel Figueiredo","PA",11151.27,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5825,"Médio Baixo","Médio Alto"
"143",1502905,"Curuçá","PA",7090.39,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5828,"Baixo","Médio Alto"
"144",1503093,"Goianésia do Pará","PA",9492.97,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5619,"Médio Baixo","Médio Alto"
"145",1504976,"Nova Ipixuna","PA",8445.15,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5978,"Médio Baixo","Alto"
"146",1505031,"Novo Progresso","PA",24268.79,"Demais serviços","Administração, defesa, educação e saúde públicas e seguridade social","Pecuária, inclusive apoio à pecuária",0.5563,"Alto","Médio Baixo"
"147",1505486,"Pacajá","PA",12516.6,"Administração, defesa, educação e saúde públicas e seguridade social","Agricultura, inclusive apoio à agricultura e a pós colheita","Pecuária, inclusive apoio à pecuária",0.6628,"Médio Baixo","Muito Alto"
"148",1505908,"Porto de Moz","PA",7400.22,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5993,"Baixo","Alto"
"149",1506161,"Rio Maria","PA",26908.76,"Demais serviços","Indústrias de transformação","Pecuária, inclusive apoio à pecuária",0.5365,"Alto","Médio Baixo"
"150",1506187,"Rondon do Pará","PA",10220.71,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5647,"Médio Baixo","Médio Alto"
"151",1506401,"Santa Cruz do Arari","PA",6925.02,"Administração, defesa, educação e saúde públicas e seguridade social","Produção florestal, pesca e aquicultura","Pecuária, inclusive apoio à pecuária",0.5267,"Baixo","Médio Baixo"
"152",1506708,"Santana do Araguaia","PA",11349.19,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.4721,"Médio Baixo","Muito Baixo"
"153",1507458,"São Geraldo do Araguaia","PA",18250.01,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.532,"Médio Alto","Médio Baixo"
"154",1507904,"Soure","PA",7090.59,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5322,"Baixo","Médio Baixo"
"155",1600709,"Tartarugalzinho","AP",12537.48,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.6658,"Médio Baixo","Muito Alto"
"156",1700251,"Abreulândia","TO",21850.43,"Administração, defesa, educação e saúde públicas e seguridade social","Agricultura, inclusive apoio à agricultura e a pós colheita","Pecuária, inclusive apoio à pecuária",0.7146,"Alto","Muito Alto"
"157",1701002,"Ananás","TO",12561.3,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.4849,"Médio Baixo","Muito Baixo"
"158",1702901,"Axixá do Tocantins","TO",10495.5,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.4976,"Médio Baixo","Baixo"
"159",1703073,"Barra do Ouro","TO",10127.36,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5505,"Médio Baixo","Médio Baixo"
"160",1703107,"Barrolândia","TO",14386.09,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.4792,"Médio Alto","Muito Baixo"
"161",1703800,"Buriti do Tocantins","TO",8373.92,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5732,"Médio Baixo","Médio Alto"
"162",1703826,"Cachoeirinha","TO",11281.5,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.4735,"Médio Baixo","Muito Baixo"
"163",1703891,"Carrasco Bonito","TO",9191.64,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5609,"Médio Baixo","Médio Baixo"
"164",1705607,"Conceição do Tocantins","TO",11583.23,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5437,"Médio Baixo","Médio Baixo"
"165",1706258,"Crixás do Tocantins","TO",24191.33,"Administração, defesa, educação e saúde públicas e seguridade social","Agricultura, inclusive apoio à agricultura e a pós colheita","Pecuária, inclusive apoio à pecuária",0.4706,"Alto","Muito Baixo"
"166",1707405,"Esperantina","TO",7872.94,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.561,"Baixo","Médio Baixo"
"167",1707702,"Filadélfia","TO",10993.8,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5438,"Médio Baixo","Médio Baixo"
"168",1710904,"Itapiratins","TO",18412.1,"Administração, defesa, educação e saúde públicas e seguridade social","Agricultura, inclusive apoio à agricultura e a pós colheita","Pecuária, inclusive apoio à pecuária",0.5228,"Médio Alto","Médio Baixo"
"169",1711803,"Juarina","TO",15890.7,"Administração, defesa, educação e saúde públicas e seguridade social","Agricultura, inclusive apoio à agricultura e a pós colheita","Pecuária, inclusive apoio à pecuária",0.5442,"Médio Alto","Médio Baixo"
"170",1712405,"Lizarda","TO",9000.14,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.7596,"Médio Baixo","Muito Alto"
"171",1712454,"Luzinópolis","TO",11110.76,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.4964,"Médio Baixo","Baixo"
"172",1712504,"Marianópolis do Tocantins","TO",23491.05,"Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social","Pecuária, inclusive apoio à pecuária",0.5329,"Alto","Médio Baixo"
"173",1712801,"Maurilândia do Tocantins","TO",9699.28,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5227,"Médio Baixo","Baixo"
"174",1714203,"Natividade","TO",12299.64,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.6082,"Médio Baixo","Alto"
"175",1714302,"Nazaré","TO",10960.34,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5266,"Médio Baixo","Médio Baixo"
"176",1715259,"Novo Jardim","TO",10706.17,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.4495,"Médio Baixo","Muito Baixo"
"177",1715705,"Palmeirante","TO",13964.04,"Administração, defesa, educação e saúde públicas e seguridade social","Agricultura, inclusive apoio à agricultura e a pós colheita","Pecuária, inclusive apoio à pecuária",0.5754,"Médio Alto","Médio Alto"
"178",1715754,"Palmeirópolis","TO",14492.62,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5263,"Médio Alto","Médio Baixo"
"179",1716208,"Paranã","TO",20131.09,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação","Administração, defesa, educação e saúde públicas e seguridade social","Pecuária, inclusive apoio à pecuária",0.6539,"Médio Alto","Muito Alto"
"180",1716703,"Colméia","TO",16952.4,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5059,"Médio Alto","Baixo"
"181",1717800,"Ponte Alta do Bom Jesus","TO",9605.82,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.642,"Médio Baixo","Muito Alto"
"182",1718006,"Porto Alegre do Tocantins","TO",9271.25,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.519,"Médio Baixo","Baixo"
"183",1718303,"Praia Norte","TO",8196.48,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5339,"Médio Baixo","Médio Baixo"
"184",1718402,"Presidente Kennedy","TO",13325.59,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5248,"Médio Alto","Médio Baixo"
"185",1718659,"Rio da Conceição","TO",9216.1,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5778,"Médio Baixo","Médio Alto"
"186",1718808,"Sampaio","TO",8123.8,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5078,"Baixo","Baixo"
"187",1718881,"Santa Maria do Tocantins","TO",11870.26,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5364,"Médio Baixo","Médio Baixo"
"188",1719004,"Santa Tereza do Tocantins","TO",11275.22,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.469,"Médio Baixo","Muito Baixo"
"189",1720101,"São Bento do Tocantins","TO",9426.17,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5646,"Médio Baixo","Médio Alto"
"190",1720259,"São Salvador do Tocantins","TO",10922.99,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.6203,"Médio Baixo","Alto"
"191",1720309,"São Sebastião do Tocantins","TO",9293.44,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5748,"Médio Baixo","Médio Alto"
"192",1720804,"Sítio Novo do Tocantins","TO",9607.02,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5699,"Médio Baixo","Médio Alto"
"193",1720853,"Sucupira","TO",30301.35,"Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social","Pecuária, inclusive apoio à pecuária",0.5048,"Alto","Baixo"
"194",1720978,"Talismã","TO",29604.07,"Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social","Pecuária, inclusive apoio à pecuária",0.4837,"Alto","Muito Baixo"
"195",1721307,"Tupiratins","TO",11060.03,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5898,"Médio Baixo","Médio Alto"
"196",2100402,"Altamira do Maranhão","MA",6999.63,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5265,"Baixo","Médio Baixo"
"197",2100477,"Alto Alegre do Pindaré","MA",5825.81,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.585,"Muito Baixo","Médio Alto"
"198",2100550,"Amapá do Maranhão","MA",7130.83,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5789,"Baixo","Médio Alto"
"199",2100873,"Araguanã","MA",5084.77,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5189,"Muito Baixo","Baixo"
"200",2100956,"Arame","MA",6609.85,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.7228,"Baixo","Muito Alto"
"201",2101350,"Bacurituba","MA",6312.85,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5512,"Muito Baixo","Médio Baixo"
"202",2101939,"Bernardo do Mearim","MA",8255.39,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.4736,"Médio Baixo","Muito Baixo"
"203",2102002,"Bom Jardim","MA",7378.44,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5904,"Baixo","Médio Alto"
"204",2102036,"Bom Jesus das Selvas","MA",7661.51,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.6659,"Baixo","Muito Alto"
"205",2102077,"Bom Lugar","MA",5312.23,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.4934,"Muito Baixo","Baixo"
"206",2102150,"Brejo de Areia","MA",6001.59,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.4897,"Muito Baixo","Baixo"
"207",2102358,"Buritirana","MA",5912.48,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5059,"Muito Baixo","Baixo"
"208",2103158,"Centro do Guilherme","MA",5257.07,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5694,"Muito Baixo","Médio Alto"
"209",2104081,"Fernando Falcão","MA",5323.22,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5493,"Muito Baixo","Médio Baixo"
"210",2104206,"Fortuna","MA",6753.65,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5703,"Baixo","Médio Alto"
"211",2104503,"Governador Archer","MA",6307.01,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5557,"Muito Baixo","Médio Baixo"
"212",2104602,"Governador Eugênio Barros","MA",5750.58,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5795,"Muito Baixo","Médio Alto"
"213",2105351,"Itaipava do Grajaú","MA",4920.06,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5566,"Muito Baixo","Médio Baixo"
"214",2105500,"João Lisboa","MA",8287.46,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.4549,"Médio Baixo","Muito Baixo"
"215",2105609,"Joselândia","MA",6154.28,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5768,"Muito Baixo","Médio Alto"
"216",2105906,"Lago Verde","MA",6213.75,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5135,"Muito Baixo","Baixo"
"217",2105963,"Lagoa Grande do Maranhão","MA",6415.79,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5471,"Muito Baixo","Médio Baixo"
"218",2105989,"Lajeado Novo","MA",9430.43,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.598,"Médio Baixo","Alto"
"219",2106359,"Marajá do Sena","MA",6655.56,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.6256,"Baixo","Alto"
"220",2106375,"Maranhãozinho","MA",5759.69,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5196,"Muito Baixo","Baixo"
"221",2106631,"Matões do Norte","MA",4699.67,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5754,"Muito Baixo","Médio Alto"
"222",2106904,"Monção","MA",6018.66,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5201,"Muito Baixo","Baixo"
"223",2107001,"Montes Altos","MA",6975.7,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5774,"Baixo","Médio Alto"
"224",2107357,"Nova Olinda do Maranhão","MA",6391.82,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.4761,"Muito Baixo","Muito Baixo"
"225",2107407,"Olho d'Água das Cunhãs","MA",7154.96,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5425,"Baixo","Médio Baixo"
"226",2108900,"Poção de Pedras","MA",7990.07,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5466,"Baixo","Médio Baixo"
"227",2109239,"Presidente Médici","MA",6864.58,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5305,"Baixo","Médio Baixo"
"228",2109759,"Santa Filomena do Maranhão","MA",6135.39,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5921,"Muito Baixo","Médio Alto"
"229",2110005,"Santa Luzia","MA",7654.33,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.583,"Baixo","Médio Alto"
"230",2111003,"São João Batista","MA",6093.92,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.6322,"Muito Baixo","Alto"
"231",2111029,"São João do Carú","MA",5544.47,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5286,"Muito Baixo","Médio Baixo"
"232",2111250,"São José dos Basílios","MA",6999.77,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.552,"Baixo","Médio Baixo"
"233",2111409,"São Luís Gonzaga do Maranhão","MA",6977.18,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5583,"Baixo","Médio Baixo"
"234",2111532,"São Pedro da Água Branca","MA",7630.68,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5335,"Baixo","Médio Baixo"
"235",2111722,"Satubinha","MA",4766.83,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5827,"Muito Baixo","Médio Alto"
"236",2111763,"Senador La Rocque","MA",10879.42,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5389,"Médio Baixo","Médio Baixo"
"237",2112274,"Tufilândia","MA",8160.93,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.4856,"Baixo","Baixo"
"238",2112308,"Tuntum","MA",6708.4,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5713,"Baixo","Médio Alto"
"239",2112852,"Vila Nova dos Martírios","MA",8050.3,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.4672,"Baixo","Muito Baixo"
"240",2113009,"Vitorino Freire","MA",7299.43,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5796,"Baixo","Médio Alto"
"241",5100102,"Acorizal","MT",13613.05,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5084,"Médio Alto","Baixo"
"242",5100805,"Apiacás","MT",14625.46,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.4693,"Médio Alto","Muito Baixo"
"243",5101209,"Araguainha","MT",20991.08,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.4031,"Alto","Muito Baixo"
"244",5101605,"Barão de Melgaço","MT",10768.66,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5207,"Médio Baixo","Baixo"
"245",5102694,"Canabrava do Norte","MT",24037.31,"Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social","Pecuária, inclusive apoio à pecuária",0.531,"Alto","Médio Baixo"
"246",5102793,"Carlinda","MT",16069.29,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.4831,"Médio Alto","Muito Baixo"
"247",5105309,"Luciara","MT",14509.96,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.4491,"Médio Alto","Muito Baixo"
"248",5106265,"Novo Mundo","MT",21325.22,"Administração, defesa, educação e saúde públicas e seguridade social","Agricultura, inclusive apoio à agricultura e a pós colheita","Pecuária, inclusive apoio à pecuária",0.5311,"Alto","Médio Baixo"
"249",5106273,"Novo Horizonte do Norte","MT",16608.59,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.4925,"Médio Alto","Baixo"
"250",5106315,"Novo Santo Antônio","MT",13834.92,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5335,"Médio Alto","Médio Baixo"
"251",5106505,"Poconé","MT",15598.45,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5598,"Médio Alto","Médio Baixo"
"252",5106653,"Pontal do Araguaia","MT",13417.79,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.4906,"Médio Alto","Baixo"
"253",5106703,"Ponte Branca","MT",14586.2,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.4975,"Médio Alto","Baixo"
"254",5107156,"Reserva do Cabaçal","MT",14599.76,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.4099,"Médio Alto","Muito Baixo"
"255",5107263,"Santo Afonso","MT",22242.75,"Administração, defesa, educação e saúde públicas e seguridade social","Agricultura, inclusive apoio à agricultura e a pós colheita","Pecuária, inclusive apoio à pecuária",0.4501,"Alto","Muito Baixo"
"256",5107776,"Santa Terezinha","MT",13890.64,"Administração, defesa, educação e saúde públicas e seguridade social","Agricultura, inclusive apoio à agricultura e a pós colheita","Pecuária, inclusive apoio à pecuária",0.5848,"Médio Alto","Médio Alto"
"257",5107883,"Serra Nova Dourada","MT",22899.55,"Administração, defesa, educação e saúde públicas e seguridade social","Agricultura, inclusive apoio à agricultura e a pós colheita","Pecuária, inclusive apoio à pecuária",0.4647,"Alto","Muito Baixo"
"258",5108055,"Terra Nova do Norte","MT",23500.84,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5086,"Alto","Baixo"
"259",5108600,"Vila Rica","MT",16933.82,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5647,"Médio Alto","Médio Alto"
"260",5108956,"Nova Monte Verde","MT",19857.79,"Administração, defesa, educação e saúde públicas e seguridade social","Demais serviços","Pecuária, inclusive apoio à pecuária",0.5092,"Médio Alto","Baixo"
